slug,title,source_name,source_link,legal_text,legal_link,description,methodology,terms_of_use,source_360
worldwide_governance_indicators,Worldwide Governance Indicators,Worldwide Governance Indicators,http://www.govindicators.org/,World Bank Group,http://www.worldbank.org/terms-datasets,"Aggregate and individual governance indicators for 215 countries and territories over the period 1996“2014, for six dimensions of governance.","The Worldwide Governance Indicators report on six broad dimensions of governance for over 200 countries and territories over the period 1996-2016: (1) Voice and Accountability, (2) Political Stability and Absence of Violence, (3) Government Effectiveness, (4) Regulatory Quality, (5) Rule of Law, and (6) Control of Corruption.

The WGI are composite governance indicators based on over 30 underlying data sources.  These data sources are rescaled and combined to create the six aggregate indicators using a statistical methodology known as an unobserved components model.  A key feature of the methodology is that it generates margins of error for each governance estimate.  These margins of error need to be taken into account when making comparisons across countries and over time. 

The six composite WGI measures are useful as a tool for broad cross-country comparisons and for evaluating broad trends over time.  However, they are often too blunt a tool to be useful in formulating specific governance reforms in particular country contexts.  Such reforms, and evaluation of their progress, need to be informed by much more detailed and country-specific diagnostic data that can identify the relevant constraints on governance in particular country circumstances.

The WGI are complementary to a large number of other efforts to construct more detailed measures of governance, often just for a single country.  Users are also encouraged to consult the disaggregated individual indicators underlying the composite WGI scores to gain more insights into the particular areas of strengths and weaknesses identified by the data.

The WGI are a research dataset initiated by Daniel Kaufmann (Natural Resource Governance Institute and Brookings Institution) and Aart Kraay (World Bank Development Research Group) in 1999.  Pablo Zoido and Massimo Mastruzzi also made major contributions to the development and updating of the WGI.  The WGI authors are grateful to the Knowledge for Change Program of the World Bank for financial support, to Alexandra Jarotschkin for outstanding research assistance, and to Jing Shen and Atsushi Shimo for web support. 

For more information on the methodology, see: http://info.worldbank.org/governance/wgi/index.aspx#doc","For use guidelines, please consult World Bank Group (http://www.worldbank.org/terms-datasets)",tc
PIV,Polity IV,Polity IV Project (Polity IV),http://www.systemicpeace.org/inscrdata.html,Center for Systemic Peace,http://www.systemicpeace.org/inscrdata.html,The Integrated Network for Societal Conflict Research (INSCR) was established to coordinate and integrate information resources produced and used by the Center for Systemic Peace.,"The data resources were prepared by researchers associated with the Center for Systemic Peace and are generated and/or compiled using open source information. These resources are made available as a service to the research community. All CSP/INSCR data resources have been cross-checked with other data resources to ensure, as far as possible, that the information recorded is accurate, reliable, and comprehensive. Read more in http://www.systemicpeace.org/inscr/p4manualv2016.pdf ",Read more about the terms of use of this datasets in http://www.systemicpeace.org/inscrdata.html ,gv
ADI,Africa Development Indicators,WBG - Africa Development Indicators,https://data.worldbank.org/data-catalog/africa-development-indicators,World Bank Group,http://www.worldbank.org/terms-datasets,"Africa Development Indicators was a primary World Bank collection of development indicators on Africa, compiled from officially-recognized international sources. No further updates of this database are currently planned. See World Development Indicators for more recent data on Africa.",No further updates planned.,"For use guidelines, please consult World Bank Group (http://www.worldbank.org/terms-datasets)

This dataset is classified as Public under the Access to Information Classification Policy. Users inside and outside the Bank can access this dataset. This dataset is licensed under CC-BY 4.0.",tc
FCV-harmonized-list,"World Bank Group's Fragile, Conflict and Violence Group Harmonized List of Fragile Situations",WBG - Harmonized List of Fragile Situations,http://www.worldbank.org/en/topic/fragilityconflictviolence/brief/harmonized-list-of-fragile-situations,World Bank Group,http://www.worldbank.org/en/topic/fragilityconflictviolence/brief/harmonized-list-of-fragile-situations,"This dataset contains the countries in situations of fragility, conflict and violence from 2006 to-date.

The World Bank Group’s (WBG) Fragile, Conflict and Violence Group (formally the Center on Conflict, Security and Development CCSD) annually releases the Harmonized List of Fragile Situations.
The first such list was compiled in fiscal year 2006 and has gone through a series of changes in terms of classification from the Low-Income Countries Under Stress List (LICUS) (2006-2009), to the Fragile States List (2010) to the now Harmonized list of Fragile Situations (2011-2015). The concept and the list have evolved as the WBG’s understanding of the development challenges in countries affected by violence and instability has matured.
Each country in the Harmonized FCS list is considered as a FCS, including low CPIA and peacekeeping.
We mark down all the country appear in the list as FCS(1), and the rest of the world are non-FCS(0) annually.","The World Bank Group’s (WBG) Fragile, Conflict and Violence Group (formally the Center on Conflict, Security and Development CCSD) annually releases the Harmonized List of Fragile Situations.

The first such list was compiled in fiscal year 2006 and has gone through a series of changes in terms of classification from the Low Income Countries Under Stress List (LICUS) (2006-2009), to the Fragile States List (2010) to the now Harmonized list of Fragile Situations (2011-2015). The concept and the list have evolved as the WBG’s understanding of the development challenges in countries affected by violence and instability has matured.

For more information on the methodology, please see http://pubdocs.worldbank.org/en/586581437416356109/FCS-List-FY16-Information-Note.pdf","For use guidelines, please consult World Bank Group (http://www.worldbank.org/en/topic/fragilityconflictviolence/brief/harmonized-list-of-fragile-situations)

This dataset is classified as Public under the Access to Information Classification Policy. Users inside and outside the Bank can access this dataset. This dataset is licensed under CC-BY 4.0.",tc
WBG-genderstats,Gender Statistics,WBG - Gender Statistics,https://data.worldbank.org/data-catalog/gender-statistics,World Bank Group,http://www.worldbank.org/terms-datasets,"The Gender Statistics database is a comprehensive source for the latest sex-disaggregated data and gender statistics covering demography, education, health, access to economic opportunities, public life and decision-making, and agency.",Please see here for more details: https://datacatalog.worldbank.org/dataset/gender-statistics and http://datatopics.worldbank.org/gender/about,"For use guidelines, please consult World Bank Group (http://www.worldbank.org/terms-datasets)

This dataset is classified as Public under the Access to Information Classification Policy. Users inside and outside the Bank can access this dataset. This dataset is licensed under CC-BY 4.0.",tc
WBG-edstats,Education Statistics,WBG - Education Statistics,http://datatopics.worldbank.org/education/,World Bank Group,http://www.worldbank.org/terms-datasets,"The World Bank EdStats All Indicator Query holds over 4,000 internationally comparable indicators that describe education access, progression, completion, literacy, teachers, population, and expenditures. The indicators cover the education cycle from pre-primary to vocational and tertiary education.The query also holds learning outcome data from international and regional learning assessments (e.g. PISA, TIMSS, PIRLS), equity data from household surveys, and projection/attainment data to 2050. For further information, please visit the EdStats website.","The World Bank EdStats (Education Statistics) portal is your comprehensive data and analysis source for key topics in education such as access, completion, learning, expenditures, policy, and equity. Data sources include administrative country data from UIS; international learning assessments (PISA, TIMSS, PIRLS, PIAAC, and EGRA) and three regional learning assessments (SACMEQ, PASEC, LLECE); World Bank databases, household surveys such as LSMS, DHS, MICS surveys. It includes World Bank Education Projects Database classified by activities, components, and sub-sectors of all World Bank Education Projects since 1998. It also includes detailed expenditure data extracted from World Bank public expenditure review documents however this data is not included in the EdStats Query because it is not internationally comparable.

    EdStats Query - Core Indicators: Core dataset of over 1000 internationally comparable education indicators for all education levels from pre-primary to tertiary education.

    Learning Outcomes Query: Data from five international learning assessments (PISA, TIMSS, PIRLS, PIAAC, and EGRA) and three regional learning assessments (SACMEQ, PASEC, LLECE).

For more information, please see http://datatopics.worldbank.org/education/wRsc/about

    Education Equality Query: Data from DHS and MICS on gender, income and geographic inequalities in education provision.

    Educational Attainment Query: Data on average years of schooling, educational attainment among age groups/genders and population distributions.

    Education Expenditure Query: Core group of internationally comparable indicators on education spending around the world.

    EdStats Query - All Indicators: All the indicators from each of the queries listed above in one consolidated data query.

    The World Bank Education Projects Database: Activities, Components, and Sub-Sectors of all World Bank Education Projects since 1998.

    The World Bank Education Expenditures Database: Detailed expenditure data extracted from Public Expenditure Review documents. This data is not included in the EdStats Query because is not internationally comparable.

Please note that data from different sources may be inconsistent. If you have any comments on data and related issues, please contact us. EdStats would be happy to coordinate your comments and work with our partner agencies to resolve problems.

The site was developed by the World Bank’s Global Education Practice and the Development Economics Data Group (DECDG).
","For use guidelines, please consult World Bank Group (http://www.worldbank.org/terms-datasets)

This dataset is classified as Public under the Access to Information Classification Policy. Users inside and outside the Bank can access this dataset. This dataset is licensed under CC-BY 4.0.",tc
global_competitiveness_index,World Economic Forum Global Competitiveness Index,World Economic Forum Global Competitiveness Index,http://reports.weforum.org/global-competitiveness-index/,World Economic Forum,https://www.weforum.org/about/privacy-and-terms-of-use,"Featuring the Global Competitiveness Index, the Report assesses the competitiveness landscape of 137 economies, providing unique insight into the drivers of their productivity and prosperity. Discover the 2017-2018 edition’s rankings, key findings, your economy’s scorecard, and much more.","We define competitiveness as the set of institutions, policies, and factors that determine the level of productivity of a country. The level of productivity, in turn, sets the level of prosperity that can be reached by an economy. The productivity level also determines the rates of return obtained by investments in an economy, which in turn are the fundamental drivers of its growth rates. In other words, a more competitive economy is one that is likely to grow faster over time.

This open-endedness is captured within the GCI by including a weighted average of many different components, each measuring a different aspect of competitiveness. The components are grouped into 12 categories, the pillars of competitiveness.

For more information on the GCI methodology, see: http://reports.weforum.org/global-competitiveness-index-2017-2018/appendix-a-methodology-and-computation-of-the-global-competitiveness-index-2017-2018/","For use guidelines, please consult World Economic Forum (https://www.weforum.org/about/privacy-and-terms-of-use)",tc
global_information_technology_report,WEF: Global Information Technology Report,WEF - Global Information Technology Report,https://www.weforum.org/reports/the-global-information-technology-report-2016,World Economic Forum,https://www.weforum.org/about/privacy-and-terms-of-use,"The Global Information Technology Report 2016  features the latest iteration of the Networked Readiness Index, which assesses the factors, policies and institutions that enable a country to fully leverage information and communication technologies (ICTs) for increased competitiveness and well-being.","In the case of indicators derived from the Executive Opinion Survey (the Survey), the full question and associated answers are provided. For more details on Survey indicators, refer to Chapter 1.3 of The Global Competitiveness Report 2015–2016.

For indicators sourced from other organizations, because of space limitations it is not possible to reproduce in this Report all the additional information associated with specific data points. Readers and users are urged to refer to the original source for any additional information and exceptions for certain economies or/and data points.

Although the World Economic Forum takes every reasonable step to ensure the quality and accuracy of the data used in the computation of the Networked Readiness Index, it makes no warranties with respect to their quality and accuracy. The World Economic Forum shall not be held responsible or liable for any outcome resulting from the use of these data. In particular, it shall not be responsible for any interpretation, decisions, or actions based on these data.

Furthermore, the data used in the computation of the Networked Readiness Index 2016 represent the most recent or/and best data available at the time when they were collected. It is possible that data were updated or revised subsequently.

For more details, please see http://reports.weforum.org/global-information-technology-report-2016/technical-notes-and-sources/","For use guidelines, please consult World Economic Forum (https://www.weforum.org/about/privacy-and-terms-of-use)",tc
most_problematic_factors,WEF GCI Most Problematic Factors,WFI - GCI Most Problematic Factors,http://reports.weforum.org/global-competitiveness-index/downloads/,World Economic Forum,https://www.weforum.org/about/privacy-and-terms-of-use,"Featuring the Global Competitiveness Index, the Report assesses the competitiveness landscape of 137 economies, providing unique insight into the drivers of their productivity and prosperity. Discover the 2017-2018 edition’s rankings, key findings, your economy’s scorecard, and much more.","We define competitiveness as the set of institutions, policies, and factors that determine the level of productivity of a country. The level of productivity, in turn, sets the level of prosperity that can be reached by an economy. The productivity level also determines the rates of return obtained by investments in an economy, which in turn are the fundamental drivers of its growth rates. In other words, a more competitive economy is one that is likely to grow faster over time.

This open-endedness is captured within the GCI by including a weighted average of many different components, each measuring a different aspect of competitiveness. The components are grouped into 12 categories, the pillars of competitiveness.

For more information on the GCI methodology, see: http://reports.weforum.org/global-competitiveness-index-2017-2018/appendix-a-methodology-and-computation-of-the-global-competitiveness-index-2017-2018/","For use guidelines, please consult World Economic Forum (https://www.weforum.org/about/privacy-and-terms-of-use)",tc
travel_tourism_competitiveness,Travel & Tourism Competitiveness Index,WEF - Travel & Tourism Competitiveness Index,http://reports.weforum.org/travel-and-tourism-competitiveness-report-2017/downloads/,World Economic Forum,https://www.weforum.org/about/privacy-and-terms-of-use,"The World Economic Forum has, for the past 11 years, engaged leaders in travel and tourism to carry out an in-depth analysis of the Travel and Tourism competitiveness of 136 economies across the world. Travel and Tourism Competitiveness Index measures “the set of factors and policies that enable the sustainable development of the travel and tourism sector, which in turn, contributes to the development and competitiveness of a country”.

The Travel and Tourism Competitiveness Index enables all stakeholders to work together to improve the industry’s competitiveness in their national economies. The theme of this edition Paving the Way for a More Sustainable and Inclusive Future, reflects the increasing focus on ensuring the industry’s sustained growth in an uncertain security environment while preserving the natural environment and local communities on which it so richly depends.","The TTCI structure (detailed below) is composed of 14 pillars organized into four subindexes: A) Enabling Environment (5 pillars): 1. Business Environment, 2. Safety and Security, 3. Health and Hygiene, 4. Human Resources and Labour Market, 5. ICT Readiness; B) T&T Policy and Enabling Conditions (4 pillars): 6. Prioritization of Travel & Tourism, 7. International Openness, 8. Price Competitiveness, 9. Environmental sustainability; C) Infrastructure (3 pillars): 10. Air Transport Infrastructure, 11. Ground and Port Infrastructure, 12. Tourist Service Infrastructure; and D) Natural and Cultural Resources (2 pillars): 13. Natural Resources and 14. Cultural Resources and Business Travel. These 14 pillars are calculated on the basis of data derived from the Executive Opinion Survey (Survey) and quantitative data from other sources.

The Survey data is derived from responses to the World Economic Forum’s Executive Opinion Survey and range in value from 1 to 7. Hard data were collected from various sources, which are described in the Technical Notes and Sources section at the end of the Report. All of the data used in the calculation of the TTCI can be found in the Data Tables section of the Report. Hard data indicators used in the TTCI are normalized to a 1-to-7 scale in order to align them with the Executive Opinion Survey’s results. Each of the pillars has been calculated as an un-weighted average of the individual component variables.

The subindexes are then calculated as un-weighted averages of the included pillars. The Human Resources and Labour Market pillar is the un-weighted average of its two subpillars: Qualification of the labour force and Labour market. The overall TTCI is then the un-weighted average of the three subindexes. The indicators that make up each pillar and subpillar are described below.

For more details on the methodology, please see http://reports.weforum.org/travel-and-tourism-competitiveness-report-2017/methodology-details/","For use guidelines, please consult World Economic Forum (https://www.weforum.org/about/privacy-and-terms-of-use)",tc
QOG,Quality of Govt,Quality of Govt,http://qog.pol.gu.se/data/datadownloads/qogexpertsurveydata,University of Gothenburg,http://www.gu.se/english,"Quality of Government Institute is an independent research institute within the Department of Political Science at the University of Gothenburg. They conduct and promote research on the causes, consequences and nature of Good Governance and the Quality of Government (QoG) - that is, trustworthy, reliable, impartial, uncorrupted and competent government institutions. QoG research addresses the questions of how to create and maintain high quality government institutions and how the quality of such institutions influences public policy and socio-economic conditions in a broader sense.","The Quality of Government Expert Survey II (QoG Expert Survey II) focuses on the organizational design of public bureaucracies and bureaucratic behavior on countries around the world. It is based on the subjective assessments of carefully selected country experts. In total, 7096 questionnaires were sent;
1294 questionnaires were completed. The questionnaire included 71 substantive questions. Read more about the methodology in https://qog.pol.gu.se/digitalAssets/1539/1539341_2015_9_dahlstr--m_teorell_dahlberg_hartmann_lindberg_nistotskaya.pdf or
http://www.qogdata.pol.gu.se/data/qog_exp_15.pdf ","Dahlström, Carl, Jan Teorell, Stefan Dahlberg, Felix Hartmann, Annika Lindberg, and Marina Nistotskaya. 2015. The QoG Expert Survey Dataset II. University of Gothenburg: The Quality of Government Institute",gv
"Networked Readiness Index, World Economic Forum",Networked Readiness index,WEF - Networked Readiness Index,http://reports.weforum.org/global-information-technology-report-2016/downloads/,World Economic Forum,https://www.weforum.org/about/privacy-and-terms-of-use,"The Global Information Technology Report 2016  features the latest iteration of the Networked Readiness Index, which assesses the factors, policies and institutions that enable a country to fully leverage information and communication technologies (ICTs) for increased competitiveness and well-being.","In the case of indicators derived from the Executive Opinion Survey (the Survey), the full question and associated answers are provided. For more details on Survey indicators, refer to Chapter 1.3 of The Global Competitiveness Report 2015–2016.

For indicators sourced from other organizations, because of space limitations it is not possible to reproduce in this Report all the additional information associated with specific data points. Readers and users are urged to refer to the original source for any additional information and exceptions for certain economies or/and data points.

Although the World Economic Forum takes every reasonable step to ensure the quality and accuracy of the data used in the computation of the Networked Readiness Index, it makes no warranties with respect to their quality and accuracy. The World Economic Forum shall not be held responsible or liable for any outcome resulting from the use of these data. In particular, it shall not be responsible for any interpretation, decisions, or actions based on these data.

Furthermore, the data used in the computation of the Networked Readiness Index 2016 represent the most recent or/and best data available at the time when they were collected. It is possible that data were updated or revised subsequently.

For more details, please see http://reports.weforum.org/global-information-technology-report-2016/technical-notes-and-sources/","For use guidelines, please consult World Economic Forum (https://www.weforum.org/about/privacy-and-terms-of-use)",tc
World Economic Forum ,World Economic Forum,World Economic Forum,https://www.weforum.org/,World Economic Forum,https://www.weforum.org/,"The World Economic Forum, committed to improving the state of the world, is the International Organization for Public-Private Cooperation.

The Forum engages the foremost political, business and other leaders of society to shape global, regional and industry agendas.

It was established in 1971 as a not-for-profit foundation and is headquartered in Geneva, Switzerland. It is independent, impartial and not tied to any special interests. The Forum strives in all its efforts to demonstrate entrepreneurship in the global public interest while upholding the highest standards of governance. Moral and intellectual integrity is at the heart of everything it does.

Our activities are shaped by a unique institutional culture founded on the stakeholder theory, which asserts that an organization is accountable to all parts of society. The institution carefully blends and balances the best of many kinds of organizations, from both the public and private sectors, international organizations and academic institutions.

We believe that progress happens by bringing together people from all walks of life who have the drive and the influence to make positive change.",Methodology varies from dataset to dataset.,"For use guidelines, please consult World Economic Forum (https://www.weforum.org/)",tc
WEF-GGGR,World Economic Forum Global Gender Gap Report,WEF - Global Gender Gap Report,http://reports.weforum.org/global-gender-gap-report-2016/,World Economic Forum,https://www.weforum.org/about/privacy-and-terms-of-use,"Through the Global Gender Gap Report, the World Economic Forum quantifies the magnitude of gender disparities and tracks their progress over time, with a specific focus on the relative gaps between women and men across four key areas: health, education, economy and politics. The 2016 Report covers 144 countries. More than a decade of data has revealed that progress is still too slow for realizing the full potential of one half of humanity within our lifetimes.","The methodology of the Index has remained stable since its original conception in 2006, providing a basis for robust cross-country and time-series analysis.  There are three basic concepts underlying the Global Gender Gap Index, forming the basis of how indicators were chosen, how the data is treated and the scale used. First, the Index focuses on measuring gaps rather than levels. Second, it captures gaps in outcome variables rather than gaps in input variables. Third, it ranks countries according to gender equality rather than women’s empowerment.

The Global Gender Gap Index examines the gap between men and women in four fundamental categories (subindexes): Economic Participation and Opportunity, Educational Attainment, Health and Survival and Political Empowerment.

For more methodology details, please see http://reports.weforum.org/global-gender-gap-report-2016/measuring-the-global-gender-gap/","For use guidelines, please consult World Economic Forum (https://www.weforum.org/about/privacy-and-terms-of-use)",tc
wiod,World Input Output Database,World Input Output Database,http://www.wiod.org/new_site/home.htm,World Input Output Database,http://www.wiod.org/new_site/database/wiots.htm,"World Input-Output Database (WIOD)'s Socio-economic accounts contain industry-level data on employment, capital stocks, gross output and value added at current and constant prices. The industry classification is the same as for the world input-output tables.","World Input-Output Tables and underlying data, covering 43 countries, and a model for the rest of the world for the period 2000-2014. Data for 56 sectors are classified according to the International Standard Industrial Classification revision 4 (ISIC Rev. 4). The tables adhere to the 2008 version of the SNA.","For use guidelines, please consult World Input Output Database (http://www.wiod.org/new_site/database/wiots.htm)",tc
SC,Statistical Capacity,WBG - Statistical Capacity,http://datatopics.worldbank.org/statisticalcapacity/,World Bank Group,http://www.worldbank.org/terms-datasets,"Statistical Capacity is a nation’s ability to collect, analyze, and disseminate high-quality data about its population and economy. Quality statistics are essential for all stages of evidence-based decision-making, including: Monitoring social and economic indicators, Allocating political representation and government resources, Guiding private sector investment, Informing the international donor community for program design and policy formulation.","The World Bank’s Statistical Capacity Indicator is a composite score assessing the capacity of a country’s statistical system. It is based on a diagnostic framework assessing the following areas: methodology; data sources; and periodicity and timeliness. Countries are scored against 25 criteria in these areas, using publicly available information and/or country input. The overall Statistical Capacity score is then being calculated as simple average of all three area scores on a scale of 0-100. Read more in http://databank.worldbank.org/data/reports.aspx?source=statistical-capacity-indicators&Type=METADATA&preview=on# ",This dataset is licensed under CC-BY 4.0. https://datacatalog.worldbank.org/public-licenses#cc-by,gv
itip_goods,I-TIP Goods,WTO I-TIP Goods,https://i-tip.wto.org/goods,World Trade Organization,https://www.wto.org/english/info_e/cont_e.htm#Copyright,"I-TIP Goods provides comprehensive information on non-tariff measures (NTMs) applied by WTO members in merchandise trade. The information includes members' notifications of NTMs as well as information on ""specific trade concerns"" raised by members at WTO committee meetings. Its aim is to serve the needs of those seeking detailed information on trade policy measures as well as those looking for summary information. It includes links to the WTO's extensive tariff and trade databases, and to DocsOnLine system.","Most of Non-Tariff Measures (NTMs) are now included in I-TIP: Trade defence measures, technical measures and their Specific Trade Concerns (STCs), quantitative restrictions, the NTMs from the Agreement on Agriculture and information on state trading enterprises.

TBT and SPS data are fully synchronized with their respective online reporting systems; same than Specific Trade Concerns (STC) data. Antidumping and Countervailing measures cover all measures initiated and/or with final duties in force from 2001 to the second half of 2017.

For more information, please see http://i-tip.wto.org/goods/

","For use guidelines, please consult World Trade Organization (https://www.wto.org/english/info_e/cont_e.htm#Copyright)",tc
itip_services,I-TIP Services,WTO I-TIP Services,https://i-tip.wto.org/services/default.aspx,World Trade Organization,https://www.wto.org/english/info_e/cont_e.htm#Copyright,"I-TIP Services is a joint initiative of the World Trade Organization and the World Bank. It is a set of linked databases that provides information on Members' commitments under the WTO's General Agreement on Trade in Services (GATS), services commitments in regional trade agreements (RTA), applied measures in services, and services statistics.","I-TIP Services, the services component of the Integrated Trade Intelligence Portal (I-TIP), consists of a set of linked databases providing information on Members' commitments under the WTO's General Agreement on Trade in Services (GATS), services commitments in regional trade agreements (RTAs), applied measures in services, and services statistics.

The main objective of the integrated database is to make it easier for Members and other stakeholders to access the various types of information relevant for services trade policy-making. It is the only database providing such scope of information on trade in services. 

In its four modules (GATS, RTA Commitments, Applied Regimes, and Statistics), the integrated database permits searches by Member, sector, agreement, or source of information.  Search results are presented in summary form, as well as in more detail.  Search results can be filtered across a number of additional criteria.  Further, users can easily switch from one module to another, for example from looking at a particular Member's commitments in a given sector, to relevant commitments in RTAs, and then to related services statistics.

I-TIP Services was publicly launched on 23 July 2013. Before the launch, a prototype of the database had been presented on Data Day on 16 January 2013.

For more information, please see https://www.wto.org/english/tratop_e/serv_e/itip_user_guide_e.htm","For use guidelines, please consult World Trade Organization (https://www.wto.org/english/info_e/cont_e.htm#Copyright)",tc
world_travel_tourism_council,World Travel & Tourism Council,World Travel & Tourism Council,https://tool.wttc.org/,World Travel & Tourism Council,https://www.wttc.org/housekeeping/terms-and-conditions/,"The World Travel & Tourism Council (WTTC) was formed in 1991 by a group of Travel & Tourism CEOs who felt that the sector’s contribution to economies and job creation was not being recognised. Its objectives were to use empirical evidence to promote awareness of Travel & Tourism’s economic contribution; to expand markets in harmony with the environment; and to reduce barriers to growth. WTTC is the only global body that brings together all major players in the Travel & Tourism sector (airlines, hotels, cruise, car rental, travel agencies, tour operators, GDS, and technology), enabling them to speak with One Voice to governments and international bodies. It is important that WTTC has the broadest geographical representation and includes all aspects of the sector, including organisations that provide vital services to Travel & Tourism. With Chief Executives of over 150 of the world's leading Travel & Tourism companies as its members, WTTC has a unique mandate and overview on all matters related to Travel & Tourism. WTTC works to raise awareness of Travel & Tourism as one of the world’s largest sectors, supporting 292 million jobs and generating 10.2% of global GDP.

Read more at: https://www.wttc.org/about/","For more details on the methodology, please see https://www.wttc.org/","For use guidelines, please consult World Travel & Tourism Council (https://www.wttc.org/housekeeping/terms-and-conditions/)",tc
environmental_performance_index,Environmental Performance Index,Yale Environmental Performance Index,http://epi.yale.edu/downloads,Yale University,http://epi.yale.edu/about,"Careful measurement of environmental trends and progress provides a foundation for effective policymaking. The 2018 Environmental Performance Index (EPI) ranks 180 countries on 24 performance indicators across ten issue categories covering environmental health and ecosystem vitality. These metrics provide a gauge at a national scale of how close countries are to established environmental policy goals. The EPI thus offers a scorecard that highlights leaders and laggards in environmental performance, gives insight on best practices, and provides guidance for countries that aspire to be leaders in sustainability.

The EPI is produced jointly by Yale University and Columbia University in collaboration with the World Economic Forum. The 2018 EPI was produced with generous support from the McCall MacBain Foundation and Mark T. DeAngelis.","The EPI is released biennially in even-numbered years. Because the underlying methodology and data change between versions of the EPI, it is not appropriate to treat the scores from each release as a time series. If you wish to assemble longitudinal data on the EPI, historic time series for most indicators are available on the EPI Downloads page.

The EPI attempts to always use the most recent data available for each indicator. Some indicator data have been produced more recently than others, and some data systems take several years to collect data on every country. The baseline score is calculated for different years for different indicators. In general, we try to use data that are ten years prior to the most recent year in which data are available. 

For a complete description of the EPI methodology, please see https://epi.envirocenter.yale.edu/faq/epi-faq","For use guidelines, please consult Yale University (http://epi.yale.edu/about)",tc
SGI,Sustainable Governance Indicators,Sustainable Governance Indicators,http://www.sgi-network.org/2016/Downloads,Bertelsmann Stiftung,http://www.sgi-network.org/2016/FAQ,"The SGI is a platform built on a cross-national survey of governance that identifies reform needs in 41 EU and OECD countries. The SGI brings together a broad network of experts and practitioners aiming to understand what works best in sustainable governance. Advocating the exchange of best practices, they offer full access to their data set and enable the comparisons that generate innovation in governance.","The Sustainable Governance Indicators (SGI) draw on established survey and aggregation methods. In order to ensure the proper operationalization of the individual index components, the SGI relies on a combination of qualitative and quantitative data. 

While the SGI project team compiles this quantitative data centrally, the qualitative data is procured from a global network of more than 100 experts in a multiphase process of survey and validation. Each country is evaluated by (at least) two country experts (political scientists and economists) as well as a regional coordinator, each of whom respond to the questions posed in the SGI codebook.

Read more in:
http://www.sgi-network.org/docs/2017/basics/SGI2017_Concept_and_Methodology.pdf 
http://www.sgi-network.org/docs/2017/basics/SGI2017_Codebook.pdf 
http://www.sgi-network.org/docs/2017/basics/SGI2017_Overview.pdf ",,gv
TI,Corruption Perceptions Index,Transparency International - Corruption Perceptions Index,http://www.transparency.org/research/cpi/cpi_1998/0/,Transparency International,https://www.transparency.org/permissions/,"Transparency International (TI) gives voice to the victims and witnesses of corruption. TI work together with governments, businesses and citizens to stop the abuse of power, bribery and secret deals.

As a global movement with one vision, TI wants a world free of corruption. Through chapters in more than 100 countries and an international secretariat in Berlin, TI is fighting against corruption to turn this vision into reality.","The Corruption Perceptions Index (CPI) aggregates data from a number of different sources that provide perceptions by business people and country experts of the level of corruption in the public sector. 

The CPI 2017 is calculated using 13 different data sources from 12 different institutions that capture perceptions of corruption within the past two years. The data sources are standardized to a scale of 0-100 where a 0 equals the highest level of perceived corruption and 100 equals the lowest level of perceived corruption. For a country or territory to be included in the CPI, a minimum of three sources must assess that country. A country’s CPI score is then calculated as the average of all standardized scores available for that country.

Read more about the methodology in: 
http://files.transparency.org/content/download/2183/13748/file/CPI_2017_Technical%20Methodology%20Note_EN.pdf 
https://www.transparency.org/news/feature/corruption_perceptions_index_2017#resources 
http://files.transparency.org/content/download/2182/13744/file/CPI_2017_Technical%20Methodology%20Note_EN.pdf",This dataset is licensed under CC-BY 4.0. Read more about the terms of use in https://www.transparency.org/permissions ,gv
TIGCB,Global Corruption Barometer,Transparency - Global Corruption Barometer,https://www.transparency.org/news/feature/global_corruption_barometer_citizens_voices_from_around_the_world,Transparency International,https://www.transparency.org/permissions/,"Transparency International (TI) gives voice to the victims and witnesses of corruption. As a global movement with one vision, TI wants a world free of corruption. 

Transparency International’s Global Corruption Barometer (TIGBC) is the largest world-wide public opinion survey on corruption. It addresses people’s direct experiences with bribery and details their views on corruption in the main institutions in their countries. Significantly, the Barometer also provides insights into how willing and ready people are to act to stop corruption. The 2013 Barometer, the eighth edition, reflects the responses of more than 114,000 people in 107 countries, and offers the greatest country coverage to date.","It is based on interviews with 162,136 adults from March 2014 until January 2017 and it identifies the key differences between the regions and key results by place.

For the Global Corruption Barometer 2013, approximately 1,000 people from each of 107 countries were surveyed between September 2012 and March 2013. Five hundred people were surveyed in countries with a population of less than 1,000,000. The survey sample in each country has been weighted to be nationally representative where possible. In six countries, the sample was urban only. For more information on the conduct of the survey, see the methodology note in the data set available for download at right. You can also read our Frequently Asked Questions document. Read more in https://www.transparency.org/files/content/pressrelease/GCB2013_FAQs_EN.pdf ",This dataset is licensed under CC-BY 4.0. Read more about the terms of use in https://www.transparency.org/permissions,gv
