"","Indicator_Id","dataset","iso3","subset","year","group","question","answer","value","Indicator"
"10616","18-CPIA-Total","CPIA","YEM","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10617","18-CPIA-Total","CPIA","BGD","All",2009,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.5,"structural policies-CPIA-Total"
"10618","18-CPIA-Total","CPIA","NER","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10619","18-CPIA-Total","CPIA","MWI","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10620","18-CPIA-Total","CPIA","UZB","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.83333333333333,"structural policies-CPIA-Total"
"10621","18-CPIA-Total","CPIA","MLI","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.5,"structural policies-CPIA-Total"
"10622","18-CPIA-Total","CPIA","CIV","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.33333333333333,"structural policies-CPIA-Total"
"10623","18-CPIA-Total","CPIA","AFG","All",2008,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.5,"structural policies-CPIA-Total"
"10624","18-CPIA-Total","CPIA","PAK","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",4.16666666666667,"structural policies-CPIA-Total"
"10625","18-CPIA-Total","CPIA","XKX","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.83333333333333,"structural policies-CPIA-Total"
"10626","18-CPIA-Total","CPIA","ETH","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10627","18-CPIA-Total","CPIA","GEO","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",5,"structural policies-CPIA-Total"
"10628","18-CPIA-Total","CPIA","BOL","All",2008,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.8,"structural policies-CPIA-Total"
"10629","18-CPIA-Total","CPIA","TJK","All",2013,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3,"structural policies-CPIA-Total"
"10630","18-CPIA-Total","CPIA","MWI","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3,"structural policies-CPIA-Total"
"10631","18-CPIA-Total","CPIA","GUY","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.33333,"structural policies-CPIA-Total"
"10632","18-CPIA-Total","CPIA","MLI","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.5,"structural policies-CPIA-Total"
"10633","18-CPIA-Total","CPIA","TON","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.66666666666667,"structural policies-CPIA-Total"
"10634","18-CPIA-Total","CPIA","MRT","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10635","18-CPIA-Total","CPIA","VUT","All",2007,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.33333333333333,"structural policies-CPIA-Total"
"10636","18-CPIA-Total","CPIA","KGZ","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.66667,"structural policies-CPIA-Total"
"10637","18-CPIA-Total","CPIA","ZMB","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.66666666666667,"structural policies-CPIA-Total"
"10638","18-CPIA-Total","CPIA","BEN","All",2009,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.66666666666667,"structural policies-CPIA-Total"
"10639","18-CPIA-Total","CPIA","NGA","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.5,"structural policies-CPIA-Total"
"10640","18-CPIA-Total","CPIA","MDV","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.66666666666667,"structural policies-CPIA-Total"
"10641","18-CPIA-Total","CPIA","VUT","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10642","18-CPIA-Total","CPIA","MRT","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10643","18-CPIA-Total","CPIA","DJI","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.5,"structural policies-CPIA-Total"
"10644","18-CPIA-Total","CPIA","AGO","All",2008,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.8,"structural policies-CPIA-Total"
"10645","18-CPIA-Total","CPIA","PNG","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.33333333333333,"structural policies-CPIA-Total"
"10646","18-CPIA-Total","CPIA","KGZ","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.66666666666667,"structural policies-CPIA-Total"
"10647","18-CPIA-Total","CPIA","GMB","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.5,"structural policies-CPIA-Total"
"10648","18-CPIA-Total","CPIA","GHA","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",4.16666666666667,"structural policies-CPIA-Total"
"10649","18-CPIA-Total","CPIA","PNG","All",2012,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.5,"structural policies-CPIA-Total"
"10650","18-CPIA-Total","CPIA","DXS","All",2009,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.48529411764706,"structural policies-CPIA-Total"
"10651","18-CPIA-Total","CPIA","WSM","All",2012,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",4,"structural policies-CPIA-Total"
"10652","18-CPIA-Total","CPIA","HTI","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16667,"structural policies-CPIA-Total"
"10653","18-CPIA-Total","CPIA","RWA","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.5,"structural policies-CPIA-Total"
"10654","18-CPIA-Total","CPIA","UGA","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",4,"structural policies-CPIA-Total"
"10655","18-CPIA-Total","CPIA","FSM","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.83333333333333,"structural policies-CPIA-Total"
"10656","18-CPIA-Total","CPIA","VNM","All",2007,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.33333333333333,"structural policies-CPIA-Total"
"10657","18-CPIA-Total","CPIA","LAO","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.5,"structural policies-CPIA-Total"
"10658","18-CPIA-Total","CPIA","ZWE","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.33333333333333,"structural policies-CPIA-Total"
"10659","18-CPIA-Total","CPIA","BTN","All",2009,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10660","18-CPIA-Total","CPIA","PAK","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.33333333333333,"structural policies-CPIA-Total"
"10661","18-CPIA-Total","CPIA","BIH","All",2009,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",4,"structural policies-CPIA-Total"
"10662","18-CPIA-Total","CPIA","VNM","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.33333333333333,"structural policies-CPIA-Total"
"10663","18-CPIA-Total","CPIA","MDA","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.83333333333333,"structural policies-CPIA-Total"
"10664","18-CPIA-Total","CPIA","DMA","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",4,"structural policies-CPIA-Total"
"10665","18-CPIA-Total","CPIA","ARM","All",2008,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",4.2,"structural policies-CPIA-Total"
"10666","18-CPIA-Total","CPIA","DFS","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.99333333333333,"structural policies-CPIA-Total"
"10667","18-CPIA-Total","CPIA","LAO","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10668","18-CPIA-Total","CPIA","GHA","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.66667,"structural policies-CPIA-Total"
"10669","18-CPIA-Total","CPIA","GRD","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",4.33333333333333,"structural policies-CPIA-Total"
"10670","18-CPIA-Total","CPIA","RWA","All",2012,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.83333333333333,"structural policies-CPIA-Total"
"10671","18-CPIA-Total","CPIA","AFG","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.5,"structural policies-CPIA-Total"
"10672","18-CPIA-Total","CPIA","ARM","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",4,"structural policies-CPIA-Total"
"10673","18-CPIA-Total","CPIA","HND","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.66667,"structural policies-CPIA-Total"
"10674","18-CPIA-Total","CPIA","WSM","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",4,"structural policies-CPIA-Total"
"10675","18-CPIA-Total","CPIA","BDI","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3,"structural policies-CPIA-Total"
"10676","18-CPIA-Total","CPIA","MDA","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.83333333333333,"structural policies-CPIA-Total"
"10677","18-CPIA-Total","CPIA","YEM","All",2007,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.5,"structural policies-CPIA-Total"
"10678","18-CPIA-Total","CPIA","ETH","All",2015,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16667,"structural policies-CPIA-Total"
"10679","18-CPIA-Total","CPIA","AGO","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.83333333333333,"structural policies-CPIA-Total"
"10680","18-CPIA-Total","CPIA","BOL","All",2009,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.83333333333333,"structural policies-CPIA-Total"
"10681","18-CPIA-Total","CPIA","PNG","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.5,"structural policies-CPIA-Total"
"10682","18-CPIA-Total","CPIA","BFA","All",2009,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.5,"structural policies-CPIA-Total"
"10683","18-CPIA-Total","CPIA","YEM","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.5,"structural policies-CPIA-Total"
"10684","18-CPIA-Total","CPIA","MNG","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.5,"structural policies-CPIA-Total"
"10685","18-CPIA-Total","CPIA","ERI","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",1.5,"structural policies-CPIA-Total"
"10686","18-CPIA-Total","CPIA","BGD","All",2008,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.3,"structural policies-CPIA-Total"
"10687","18-CPIA-Total","CPIA","FXS","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.25,"structural policies-CPIA-Total"
"10688","18-CPIA-Total","CPIA","LSO","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10689","18-CPIA-Total","CPIA","GRD","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",4,"structural policies-CPIA-Total"
"10690","18-CPIA-Total","CPIA","GIN","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10691","18-CPIA-Total","CPIA","DSS","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.2462962962963,"structural policies-CPIA-Total"
"10692","18-CPIA-Total","CPIA","IDA","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.33939393939394,"structural policies-CPIA-Total"
"10693","18-CPIA-Total","CPIA","ETH","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10694","18-CPIA-Total","CPIA","KEN","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.83333,"structural policies-CPIA-Total"
"10695","18-CPIA-Total","CPIA","STP","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10696","18-CPIA-Total","CPIA","CPV","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.83333333333333,"structural policies-CPIA-Total"
"10697","18-CPIA-Total","CPIA","DNF","All",2008,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.55116279069767,"structural policies-CPIA-Total"
"10698","18-CPIA-Total","CPIA","ZMB","All",2007,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.66666666666667,"structural policies-CPIA-Total"
"10699","18-CPIA-Total","CPIA","GMB","All",2015,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.33333,"structural policies-CPIA-Total"
"10700","18-CPIA-Total","CPIA","RWA","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",4.16667,"structural policies-CPIA-Total"
"10701","18-CPIA-Total","CPIA","MWI","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16667,"structural policies-CPIA-Total"
"10702","18-CPIA-Total","CPIA","RWA","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.83333333333333,"structural policies-CPIA-Total"
"10703","18-CPIA-Total","CPIA","MLI","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.5,"structural policies-CPIA-Total"
"10704","18-CPIA-Total","CPIA","ZMB","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.66666666666667,"structural policies-CPIA-Total"
"10705","18-CPIA-Total","CPIA","MOZ","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.5,"structural policies-CPIA-Total"
"10706","18-CPIA-Total","CPIA","ZWE","All",2007,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2,"structural policies-CPIA-Total"
"10707","18-CPIA-Total","CPIA","BEN","All",2008,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.7,"structural policies-CPIA-Total"
"10708","18-CPIA-Total","CPIA","DSF","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.84375,"structural policies-CPIA-Total"
"10709","18-CPIA-Total","CPIA","DNF","All",2009,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.54651162790698,"structural policies-CPIA-Total"
"10710","18-CPIA-Total","CPIA","GIN","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3,"structural policies-CPIA-Total"
"10711","18-CPIA-Total","CPIA","IDA","All",2009,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.35049019607843,"structural policies-CPIA-Total"
"10712","18-CPIA-Total","CPIA","NER","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.33333333333333,"structural policies-CPIA-Total"
"10713","18-CPIA-Total","CPIA","DXS","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.46464646464646,"structural policies-CPIA-Total"
"10714","18-CPIA-Total","CPIA","FXS","All",2009,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.27083333333333,"structural policies-CPIA-Total"
"10715","18-CPIA-Total","CPIA","KIR","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.83333,"structural policies-CPIA-Total"
"10716","18-CPIA-Total","CPIA","RSN","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.33888888888889,"structural policies-CPIA-Total"
"10717","18-CPIA-Total","CPIA","KHM","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.33333333333333,"structural policies-CPIA-Total"
"10718","18-CPIA-Total","CPIA","NIC","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.66667,"structural policies-CPIA-Total"
"10719","18-CPIA-Total","CPIA","NGA","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.5,"structural policies-CPIA-Total"
"10720","18-CPIA-Total","CPIA","GHA","All",2015,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.66667,"structural policies-CPIA-Total"
"10721","18-CPIA-Total","CPIA","PNG","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.66667,"structural policies-CPIA-Total"
"10722","18-CPIA-Total","CPIA","MDV","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.66667,"structural policies-CPIA-Total"
"10723","18-CPIA-Total","CPIA","WSM","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",4,"structural policies-CPIA-Total"
"10724","18-CPIA-Total","CPIA","MHL","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.83333,"structural policies-CPIA-Total"
"10725","18-CPIA-Total","CPIA","ZWE","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.33333333333333,"structural policies-CPIA-Total"
"10726","18-CPIA-Total","CPIA","NPL","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10727","18-CPIA-Total","CPIA","DFS","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.9695652173913,"structural policies-CPIA-Total"
"10728","18-CPIA-Total","CPIA","LCA","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",4,"structural policies-CPIA-Total"
"10729","18-CPIA-Total","CPIA","DSF","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.94444444444444,"structural policies-CPIA-Total"
"10730","18-CPIA-Total","CPIA","NXS","All",2009,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.55128205128205,"structural policies-CPIA-Total"
"10731","18-CPIA-Total","CPIA","STP","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10732","18-CPIA-Total","CPIA","MRT","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10733","18-CPIA-Total","CPIA","DFS","All",2009,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.01333333333333,"structural policies-CPIA-Total"
"10734","18-CPIA-Total","CPIA","NRS","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.26315789473684,"structural policies-CPIA-Total"
"10735","18-CPIA-Total","CPIA","DSF","All",2009,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.875,"structural policies-CPIA-Total"
"10736","18-CPIA-Total","CPIA","VCT","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",4,"structural policies-CPIA-Total"
"10737","18-CPIA-Total","CPIA","RSO","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.93888888888889,"structural policies-CPIA-Total"
"10738","18-CPIA-Total","CPIA","CMR","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10739","18-CPIA-Total","CPIA","SEN","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",4,"structural policies-CPIA-Total"
"10740","18-CPIA-Total","CPIA","PAK","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.33333,"structural policies-CPIA-Total"
"10741","18-CPIA-Total","CPIA","LBR","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3,"structural policies-CPIA-Total"
"10742","18-CPIA-Total","CPIA","NLS","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.28571428571429,"structural policies-CPIA-Total"
"10743","18-CPIA-Total","CPIA","DNS","All",2009,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.53174603174603,"structural policies-CPIA-Total"
"10744","18-CPIA-Total","CPIA","SDN","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.5,"structural policies-CPIA-Total"
"10745","18-CPIA-Total","CPIA","DNF","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.53720930232558,"structural policies-CPIA-Total"
"10746","18-CPIA-Total","CPIA","CAF","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.66666666666667,"structural policies-CPIA-Total"
"10747","18-CPIA-Total","CPIA","NIC","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.66666666666667,"structural policies-CPIA-Total"
"10748","18-CPIA-Total","CPIA","FXS","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.09047619047619,"structural policies-CPIA-Total"
"10749","18-CPIA-Total","CPIA","MDG","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10750","18-CPIA-Total","CPIA","DNS","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.46190476190476,"structural policies-CPIA-Total"
"10751","18-CPIA-Total","CPIA","TJK","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10752","18-CPIA-Total","CPIA","MNG","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.33333333333333,"structural policies-CPIA-Total"
"10753","18-CPIA-Total","CPIA","FSM","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.83333,"structural policies-CPIA-Total"
"10754","18-CPIA-Total","CPIA","SLB","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3,"structural policies-CPIA-Total"
"10755","18-CPIA-Total","CPIA","TON","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.83333333333333,"structural policies-CPIA-Total"
"10756","18-CPIA-Total","CPIA","COD","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.33333333333333,"structural policies-CPIA-Total"
"10757","18-CPIA-Total","CPIA","MDA","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.66667,"structural policies-CPIA-Total"
"10758","18-CPIA-Total","CPIA","MMR","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.83333,"structural policies-CPIA-Total"
"10759","18-CPIA-Total","CPIA","TZA","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.83333333333333,"structural policies-CPIA-Total"
"10760","18-CPIA-Total","CPIA","SLE","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10761","18-CPIA-Total","CPIA","MNG","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.33333,"structural policies-CPIA-Total"
"10762","18-CPIA-Total","CPIA","LKA","All",2011,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",4,"structural policies-CPIA-Total"
"10763","18-CPIA-Total","CPIA","RRS","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.20555555555556,"structural policies-CPIA-Total"
"10764","18-CPIA-Total","CPIA","NPL","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.5,"structural policies-CPIA-Total"
"10765","18-CPIA-Total","CPIA","TGO","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.16666666666667,"structural policies-CPIA-Total"
"10766","18-CPIA-Total","CPIA","NXS","All",2006,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.56538461538462,"structural policies-CPIA-Total"
"10767","18-CPIA-Total","CPIA","TCD","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.5,"structural policies-CPIA-Total"
"10768","18-CPIA-Total","CPIA","UGA","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.83333333333333,"structural policies-CPIA-Total"
"10769","18-CPIA-Total","CPIA","COG","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3,"structural policies-CPIA-Total"
"10770","18-CPIA-Total","CPIA","LSO","All",2014,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",3.33333,"structural policies-CPIA-Total"
"10771","18-CPIA-Total","CPIA","COM","All",2010,"IQ.CPA.STRC.XQ","CPIA structural policies cluster average 1low to 6high","Total",2.83333333333333,"structural policies-CPIA-Total"
