"","Indicator","Indicator_Id","Indicator_Name","answer","Display_Name","Dataset","Value_Type_Slug","Value_Type_Descriptor","Units","Rank_1","Category_11","Category_12","Category_13","Category_14","Category_15","Rank_2","Category_21","Category_22","Category_23","Category_24","Category_25","Rank_3","Category_31","Category_32","Category_33","Category_34","Indicator.Code","Indicator.ID","overlap","Indicator_Code","Description"
"681","investment in the future of the population-IPD-a515","1292-IPD-a515","A515","A515","investment in the future of the population","IPD","A515","A515","Index",4.957,"Public Sector Management","Administrative and Policymaking capacity","Other","investment in the future of the population","",NA,"","","","","",NA,"","","","","IPD995","31828","","",""
"682","involvement of the military in politics-IPD-a1011","644-IPD-a1011","a1011","a1011","Involvement of the military in politics","IPD","A1011","A1011","Index",5.04,"Checks and Balances","Power and influence of important actors","Other","Involvement of the military in politics","",NA,"","","","","",NA,"","","","","IPD499","31277","","",""
"683","involvement of the military in politics-IPD-a1011","314-IPD-a1011","A1011","A1011","Involvement of the military in politics","IPD","A1011","A1011","Index",5.04,"Checks and Balances","Power and influence of important actors","Other","Involvement of the military in politics","",NA,"","","","","",NA,"","","","","IPD499","31277","","",""
"684","irregularities in obtaining university degrees-IPD-d9032","11-IPD-d9032","D9032","D9032","Irregularities in obtaining university degrees","IPD","D9032","D9032","Index",4.077,"Fairness and equity","Undue influence","Other","Irregularities in obtaining university degrees","",NA,"","","","","",NA,"","","","","IPD500","31280","","",""
"685","irregularities in obtaining university degrees-IPD-d9032","333-IPD-d9032","d9032","d9032","Irregularities in obtaining university degrees","IPD","D9032","D9032","Index",4.077,"Fairness and equity","Undue influence","Other","Irregularities in obtaining university degrees","",NA,"","","","","",NA,"","","","","IPD500","31280","","",""
"686","is agricultural landed property rather dispersed or concentrated-IPD-b7030","972-IPD-b7030","B7030","B7030","Is agricultural landed property rather dispersed or concentrated?","IPD","B7030","B7030","Index",4.205,"Fairness and equity","Land issues","Other","Is agricultural landed property rather dispersed or concentrated?","",NA,"","","","","",NA,"","","","","IPD501","31281","","",""
"687","is aid to public or private firms subsidies de jure or de facto trade protection financial facilities etc dependent on meeting publicinterest targets-IPD-b3020","855-IPD-b3020","B3020","B3020","Is aid to public or private firms (subsidies, de jure or de facto trade protection, financial facilities, etc.) dependent on meeting publicinterest targets?","IPD","B3020","B3020","Index",4.049,"Fairness and equity","Undue influence","Other","Is aid to public or private firms (subsidies de jure or de facto trade protection financial facilities etc.) dependent on meeting publicinterest targets?","",NA,"","","","","",NA,"","","","","IPD502","31282","","",""
"688","is development and economic growth a government priority political assertions aside-IPD-a5040","1096-IPD-a5040","A5040","A5040","Is development and economic growth a government priority, political assertions aside?","IPD","A5040","A5040","Index",5.069,"Public Sector Management","Administrative and Policymaking capacity","Other","Is development and economic growth a government priority political assertions aside?","",NA,"","","","","",NA,"","","","","IPD503","31283","","",""
"689","is each of the stakeholders with the most weight represented by a high or low number of organisations-IPD-a5020","1258-IPD-a5020","A5020","A5020","Is each of the stakeholders with the most weight represented by a high or low number of organisations?","IPD","A5020","A5020","Index",5.315,"Checks and Balances","Power and influence of important actors","Other","Is each of the stakeholders with the most weight represented by a high or low number of organisations?","",NA,"","","","","",NA,"","","","","IPD504","31284","","",""
"690","is economic policy subject to an official communication-IPD-a3010","1046-IPD-a3010","A3010","A3010","Is economic policy subject to an official communication?","IPD","A3010","A3010","Index",4.004,"Citizen Engagement","Open Government and Transparency","Other","Is economic policy subject to an official communication?","",NA,"","","","","",NA,"","","","","IPD505","31285","","",""
"691","is economic policy the subject of an official communication-IPD-a3010","602-IPD-a3010","a3010","a3010","Is economic policy the subject of an official communication","IPD","A3010","A3010","Index",4.385,"Citizen Engagement","Open Government and Transparency","Other","Is economic policy the subject of an official communication","",NA,"","","","","",NA,"","","","","IPD506","31286","","",""
"692","is economic policy the subject of an official communication-IPD-a3010","271-IPD-a3010","A3010","A3010","Is economic policy the subject of an official communication","IPD","A3010","A3010","Index",4.385,"Citizen Engagement","Open Government and Transparency","Other","Is economic policy the subject of an official communication","",NA,"","","","","",NA,"","","","","IPD506","31286","","",""
"693","is economic policy the subject of public debate-IPD-a3011","601-IPD-a3011","a3011","a3011","Is economic policy the subject of public debate","IPD","A3011","A3011","Index",4.136,"Citizen Engagement","Open Government and Transparency","Other","Is economic policy the subject of public debate","",NA,"","","","","",NA,"","","","","IPD507","31287","","",""
"694","is economic policy the subject of public debate-IPD-a3011","270-IPD-a3011","A3011","A3011","Is economic policy the subject of public debate","IPD","A3011","A3011","Index",4.136,"Citizen Engagement","Open Government and Transparency","Other","Is economic policy the subject of public debate","",NA,"","","","","",NA,"","","","","IPD507","31287","","",""
"695","is government action guided by a longterm strategic vision-IPD-a5020","1089-IPD-a5020","A5020","A5020","Is government action guided by a longterm strategic vision?","IPD","A5020","A5020","Index",4.283,"Public Sector Management","Administrative and Policymaking capacity","Other","Is government action guided by a longterm strategic vision?","",NA,"","","","","",NA,"","","","","IPD508","31288","","",""
"696","is public or private business access to mining and operating rights natural resources trading concessions etc dependent on meeting publicinterest targets-IPD-b3021","856-IPD-b3021","B3021","B3021","Is public or private business access to mining and operating rights (natural resources, trading, concessions, etc.) dependent on meeting publicinterest targets?","IPD","B3021","B3021","Index",4.103,"Fairness and equity","Undue influence","Other","Is public or private business access to mining and operating rights (natural resources trading concessions etc.) dependent on meeting publicinterest targets?","",NA,"","","","","",NA,"","","","","IPD509","31289","","",""
"697","is society capable of rallying to take up major domestic or external challenges-IPD-a9010","1143-IPD-a9010","A9010","A9010","Is society capable of rallying to take up major domestic or external challenges?","IPD","A9010","A9010","Index",4.03,"Trust","Social cohesion (trust in others)","Other","Is society capable of rallying to take up major domestic or external challenges?","",NA,"","","","","",NA,"","","","","IPD510","31291","","",""
"698","is the capacity of the national authorities hindered by discord between economic regional or other factions-IPD-a5071","1105-IPD-a5071","A5071","A5071","Is the capacity of the national authorities hindered by discord between economic, regional or other factions?","IPD","A5071","A5071","Index",4.253,"Public Sector Management","Administrative and Policymaking capacity","Other","Is the capacity of the national authorities hindered by discord between economic regional or other factions?","",NA,"","","","","",NA,"","","","","IPD512","31294","","",""
"699","is the capacity of the national authorities hindered by internal political dissent-IPD-a5070","1104-IPD-a5070","A5070","A5070","Is the capacity of the national authorities hindered by internal political dissent?","IPD","A5070","A5070","Index",5.048,"Public Sector Management","Administrative and Policymaking capacity","Other","Is the capacity of the national authorities hindered by internal political dissent?","",NA,"","","","","",NA,"","","","","IPD513","31295","","",""
"700","is the capacity of the public authorities hindered by a lack of regional cooperation-IPD-a5073","1107-IPD-a5073","A5073","A5073","Is the capacity of the public authorities hindered by a lack of regional cooperation?","IPD","A5073","A5073","Index",4.521,"Public Sector Management","Administrative and Policymaking capacity","Other","Is the capacity of the public authorities hindered by a lack of regional cooperation?","",NA,"","","","","",NA,"","","","","IPD514","31296","","",""
"701","is the capacity of the public authorities hindered by external factors regional conflicts pressure from foreign firms foreign powers etc-IPD-a5072","1106-IPD-a5072","A5072","A5072","Is the capacity of the public authorities hindered by external factors (regional conflicts, pressure from foreign firms, foreign powers, etc.)?","IPD","A5072","A5072","Index",4.078,"Public Sector Management","Administrative and Policymaking capacity","Other","Is the capacity of the public authorities hindered by external factors (regional conflicts pressure from foreign firms foreign powers etc.)?","",NA,"","","","","",NA,"","","","","IPD515","31297","","",""
"702","is the distribution of income an issue in public debates-IPD-d9060","692-IPD-d9060","D9060","D9060","Is the distribution of income an issue in public debates?","IPD","D9060","D9060","Index",4.083,"Fairness and equity","Social protection and labor","Other","Is the distribution of income an issue in public debates?","",NA,"","","","","",NA,"","","","","IPD516","31298","","",""
"703","is the education system associated with a longterm vision of skills requirements in the country-IPD-d5011","658-IPD-d5011","D5011","D5011","Is the education system associated with a longterm vision of skills requirements in the country?","IPD","D5011","D5011","Index",4.093,"Fairness and equity","Social protection and labor","Other","Is the education system associated with a longterm vision of skills requirements in the country?","",NA,"","","","","",NA,"","","","","IPD517","31299","","",""
"704","is the entire process dialogue and decision communicated to the public press television debates etc-IPD-a5070","1268-IPD-a5070","A5070","A5070","Is the entire process (dialogue and decision) communicated to the public (press, television, debates, etc)?","IPD","A5070","A5070","Index",4.125,"Citizen Engagement","Open Government and Transparency","Other","Is the entire process (dialogue and decision) communicated to the public (press television debates etc)?","",NA,"","","","","",NA,"","","","","IPD518","31300","","",""
"705","is the imf consultation under article iv published-IPD-a3000","608-IPD-a3000","a3000","a3000","Is the IMF consultation under Article IV published?","IPD","A3000","A3000","Index",4.248,"Citizen Engagement","Open Government and Transparency","Other","Is the IMF consultation under Article IV published?","",NA,"","","","","",NA,"","","","","IPD511.1","31292","","",""
"706","is the imf consultation under article iv published-IPD-a3000","277-IPD-a3000","A3000","A3000","Is the IMF consultation under Article IV published?","IPD","A3000","A3000","Index",4.248,"Citizen Engagement","Open Government and Transparency","Other","Is the IMF consultation under Article IV published?","",NA,"","","","","",NA,"","","","","IPD511.1","31292","","",""
"707","is the imf consultation under article iv published-IPD-a3005","1045-IPD-a3005","A3005","A3005","Is the IMF consultation under Article IV published?","IPD","A3005","A3005","Index",4.248,"Citizen Engagement","Open Government and Transparency","Other","Is the IMF consultation under Article IV published?","",NA,"","","","","",NA,"","","","","IPD511.2","31293","","",""
"708","is the security of formal property rights and transactions assured-IPD-b6072","963-IPD-b6072","B6072","B6072","Is the security of FORMAL property rights and transactions assured?","IPD","B6072","B6072","Index",4.478,"Private Sector Interface","Property rights and contracts","Other","Is the security of FORMAL property rights and transactions assured?","",NA,"","","","","",NA,"","","","","IPD519","31301","","",""
"709","is the security of traditional property rights and transactions assured-IPD-b6071","962-IPD-b6071","B6071","B6071","Is the security of TRADITIONAL property rights and transactions assured?","IPD","B6071","B6071","Index",4.11,"Private Sector Interface","Property rights and contracts","Other","Is the security of TRADITIONAL property rights and transactions assured?","",NA,"","","","","",NA,"","","","","IPD520","31303","","",""
"710","is the sovereign wealth fund swf set up to foster takeovers of firms abroad-IPD-c5023","764-IPD-c5023","C5023","C5023","Is the sovereign wealth fund (SWF) set up to foster takeovers of firms abroad?","IPD","C5023","C5023","Index",5.008,"Public Sector Management","Financial System","Other","Is the sovereign wealth fund (SWF) set up to foster takeovers of firms abroad?","",NA,"","","","","",NA,"","","","","IPD521","31304","","",""
"711","is the sovereign wealth fund swf set up to meet a longterm profitability goal-IPD-c5021","762-IPD-c5021","C5021","C5021","Is the sovereign wealth fund (SWF) set up to meet a longterm profitability goal?","IPD","C5021","C5021","Index",4.214,"Public Sector Management","Financial System","Other","Is the sovereign wealth fund (SWF) set up to meet a longterm profitability goal?","",NA,"","","","","",NA,"","","","","IPD522","31305","","",""
"712","is the sovereign wealth fund swf set up to meet profitability goals-IPD-c5020","761-IPD-c5020","C5020","C5020","Is the sovereign wealth fund (SWF) set up to meet profitability goals?","IPD","C5020","C5020","Index",4.736,"Public Sector Management","Financial System","Other","Is the sovereign wealth fund (SWF) set up to meet profitability goals?","",NA,"","","","","",NA,"","","","","IPD523","31306","","",""
"713","is the sovereign wealth fund swf set up to preserve shareholder control of national enterprises-IPD-c5022","763-IPD-c5022","C5022","C5022","Is the sovereign wealth fund (SWF) set up to preserve shareholder control of national enterprises?","IPD","C5022","C5022","Index",4.563,"Public Sector Management","Financial System","Other","Is the sovereign wealth fund (SWF) set up to preserve shareholder control of national enterprises?","",NA,"","","","","",NA,"","","","","IPD524","31307","","",""
"714","is there a national mediumsized town planning vision-IPD-a3061","1060-IPD-a3061","A3061","A3061","Is there a national mediumsized town planning vision?","IPD","A3061","A3061","Index",4.532,"Public Sector Management","Decentralization","Other","Is there a national mediumsized town planning vision?","",NA,"","","","","",NA,"","","","","IPD525","31308","","",""
"715","is there a publication requirement for issuing firms-IPD-c6020","769-IPD-c6020","C6020","C6020","Is there a publication requirement for issuing firms?","IPD","C6020","C6020","Index",4.469,"Public Sector Management","Financial System","Other","Is there a publication requirement for issuing firms?","",NA,"","","","","",NA,"","","","","IPD526","31309","","",""
"716","is there a range of different landrights systems in practice in rural areas traditional customary collective religious modern rights etc-IPD-b6061","884-IPD-b6061","B6061","B6061","Is there a range of different landrights systems in practice in rural areas (traditional, customary, collective, religious, ""modern"" rights, etc.)","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"717","is there a range of different landrights systems in practice in urban and suburban areas traditional customary collective religious modern rights etc-IPD-b6060","883-IPD-b6060","B6060","B6060","Is there a range of different landrights systems in practice in urban and suburban areas (traditional, customary, collective, religious, ""modern"" rights, etc.)","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"718","is there a strong demand for landincrease in prices in the large towns and cities-IPD-b6100","895-IPD-b6100","B6100","B6100","Is there a strong demand for landincrease in prices in the large towns and cities?","IPD","B6100","B6100","Index",4.095,"Fairness and equity","Land issues","Other","Is there a strong demand for landincrease in prices in the large towns and cities?","",NA,"","","","","",NA,"","","","","IPD529","31312","","",""
"719","is there a strong demand for landincrease in prices in the middlesized towns-IPD-b6101","896-IPD-b6101","B6101","B6101","Is there a strong demand for landincrease in prices in the middlesized towns?","IPD","B6101","B6101","Index",4.179,"Fairness and equity","Land issues","Other","Is there a strong demand for landincrease in prices in the middlesized towns?","",NA,"","","","","",NA,"","","","","IPD530","31314","","",""
"720","is there a strong national sense of identity in the country-IPD-a9000","1142-IPD-a9000","A9000","A9000","Is there a strong national sense of identity in the country?","IPD","A9000","A9000","Index",4.027,"Trust","Social cohesion (trust in others)","Other","Is there a strong national sense of identity in the country?","",NA,"","","","","",NA,"","","","","IPD531","31315","","",""
"721","is there an obligation on issuing firms to publish-IPD-c6030","828-IPD-c6030","C6030","C6030","Is there an obligation on issuing firms to publish?","IPD","C6030","C6030","Index",4.01,"Public Sector Management","Financial System","Other","Is there an obligation on issuing firms to publish?","",NA,"","","","","",NA,"","","","","IPD532","31316","","",""
"722","isdevelopment and economic growth a priority for the countrys ruling classes senior civil servants academics journalists etc-IPD-a5041","1097-IPD-a5041","A5041","A5041","Isdevelopment and economic growth a priority for the countrys ruling classes (senior civil servants, academics, journalists, etc.)?","IPD","A5041","A5041","Index",4.601,"Public Sector Management","Administrative and Policymaking capacity","Other","Isdevelopment and economic growth a priority for the countrys ruling classes (senior civil servants academics journalists etc.)?","",NA,"","","","","",NA,"","","","","IPD533","31317","","",""
"723","issue of import licences-IPD-b8002","911-IPD-b8002","B8002","B8002","Issue of import licences","IPD","B8002","B8002","Index",4.293,"Private Sector Interface","Permits and Licenses","Other","Issue of import licences","",NA,"","","","","",NA,"","","","","IPD534","31318","","",""
"724","judicial decisions in commercial matters timeliness-IPD-a6020","524-IPD-a6020","a6020","a6020","Judicial decisions in commercial matters: timeliness","IPD","A6020","A6020","Index",4.33,"Checks and Balances","Judiciary System","Other","Judicial decisions in commercial matters: timeliness","",NA,"","","","","",NA,"","","","","IPD535","31319","","",""
"725","judicial decisions in commercial matters timeliness-IPD-a6020","201-IPD-a6020","A6020","A6020","Judicial decisions in commercial matters: timeliness","IPD","A6020","A6020","Index",4.33,"Checks and Balances","Judiciary System","Other","Judicial decisions in commercial matters: timeliness","",NA,"","","","","",NA,"","","","","IPD535","31319","","",""
"726","judicial independence-IPD-a3050","260-IPD-a3050","A3050","A3050","Judicial independence","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"727","judicial independence-IPD-a3050","591-IPD-a3050","a3050","a3050","Judicial independence","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"728","labour courts-IPD-d6031","720-IPD-d6031","D6031","D6031","Labour courts","IPD","D6031","D6031","Index",4.032,"Fairness and equity","Social protection and labor","Other","Labour courts","",NA,"","","","","",NA,"","","","","IPD537","31321","","",""
"729","labour inspectorate labour courts etc-IPD-d603","718-IPD-d603","D603","D603","Labour inspectorate, labour courts, etc","IPD","D603","D603","Index",4.063,"Fairness and equity","Social protection and labor","Other","Labour inspectorate labour courts etc","",NA,"","","","","",NA,"","","","","IPD539","31324","","",""
"730","labour inspectorate-IPD-d6010","661-IPD-d6010","D6010","D6010","Labour inspectorate","IPD","D6010","D6010","Index",4.132,"Fairness and equity","Social protection and labor","Other","Labour inspectorate","",NA,"","","","","",NA,"","","","","IPD538.1","31322","","",""
"731","labour inspectorate-IPD-d6030","719-IPD-d6030","D6030","D6030","Labour inspectorate","IPD","D6030","D6030","Index",4.132,"Fairness and equity","Social protection and labor","Other","Labour inspectorate","",NA,"","","","","",NA,"","","","","IPD538.2","31323","","",""
"732","labour unions-IPD-a3092","1066-IPD-a3092","A3092","A3092","Labour unions","IPD","A3092","A3092","Index",4.289,"Checks and Balances","Power and influence of important actors","Other","Labour unions","",NA,"","","","","",NA,"","","","","IPD540.1","31326","","",""
"733","labour unions-IPD-a3102","1074-IPD-a3102","A3102","A3102","Labour unions","IPD","A3102","A3102","Index",4.289,"Checks and Balances","Power and influence of important actors","Other","Labour unions","",NA,"","","","","",NA,"","","","","IPD540.2","31327","","",""
"734","land in public ownership-IPD-b6060","110-IPD-b6060","B6060","B6060","Land in public ownership","IPD","B6060","B6060","Index",4.153,"Fairness and equity","Land issues","Other","Land in public ownership","",NA,"","","","","",NA,"","","","","IPD541","31328","","",""
"735","land in public ownership-IPD-b6060","433-IPD-b6060","b6060","b6060","Land in public ownership","IPD","B6060","B6060","Index",4.153,"Fairness and equity","Land issues","Other","Land in public ownership","",NA,"","","","","",NA,"","","","","IPD541","31328","","",""
"736","land issues as a political and media concern-IPD-b6081","106-IPD-b6081","B6081","B6081","Land issues as a political and media concern","IPD","B6081","B6081","Index",4.21,"Fairness and equity","Land issues","Other","Land issues as a political and media concern","",NA,"","","","","",NA,"","","","","IPD542","31329","","",""
"737","land issues as a political and media concern-IPD-b6081","429-IPD-b6081","b6081","b6081","Land issues as a political and media concern","IPD","B6081","B6081","Index",4.21,"Fairness and equity","Land issues","Other","Land issues as a political and media concern","",NA,"","","","","",NA,"","","","","IPD542","31329","","",""
"738","land tenure rights rural areas-IPD-b6083","427-IPD-b6083","b6083","b6083","Land tenure rights: rural areas","IPD","B6083","B6083","Index",4.35,"Private Sector Interface","Property rights and contracts","Other","Land tenure rights: rural areas","",NA,"","","","","",NA,"","","","","IPD543","31330","","",""
"739","land tenure rights rural areas-IPD-b6083","104-IPD-b6083","B6083","B6083","Land tenure rights: rural areas","IPD","B6083","B6083","Index",4.35,"Private Sector Interface","Property rights and contracts","Other","Land tenure rights: rural areas","",NA,"","","","","",NA,"","","","","IPD543","31330","","",""
"740","land tenure rights urban and periurban areas-IPD-b6082","428-IPD-b6082","b6082","b6082","Land tenure rights: urban and periurban areas","IPD","B6082","B6082","Index",4.014,"Private Sector Interface","Property rights and contracts","Other","Land tenure rights: urban and periurban areas","",NA,"","","","","",NA,"","","","","IPD544","31331","","",""
"741","land tenure rights urban and periurban areas-IPD-b6082","105-IPD-b6082","B6082","B6082","Land tenure rights: urban and periurban areas","IPD","B6082","B6082","Index",4.014,"Private Sector Interface","Property rights and contracts","Other","Land tenure rights: urban and periurban areas","",NA,"","","","","",NA,"","","","","IPD544","31331","","",""
"742","large corporations-IPD-a3101","1073-IPD-a3101","A3101","A3101","Large corporations","IPD","A3101","A3101","Index",5.539,"Checks and Balances","Power and influence of important actors","Other","Large corporations","",NA,"","","","","",NA,"","","","","IPD545","31332","","",""
"743","large landowners-IPD-a5003","1241-IPD-a5003","A5003","A5003","Large landowners","IPD","A5003","A5003","Index",4.799,"Checks and Balances","Power and influence of important actors","Other","Large landowners","",NA,"","","","","",NA,"","","","","IPD546","31333","","",""
"744","law on bankruptcies-IPD-a606","1319-IPD-a606","A606","A606","Law on bankruptcies","IPD","A606","A606","Index",4.218,"Private Sector Interface","Regulation of entry and exit","Other","Law on bankruptcies","",NA,"","","","","",NA,"","","","","IPD547","31334","","",""
"745","legal means to protect property rights-IPD-a6000","207-IPD-a6000","A6000","A6000","Legal means to protect property rights","IPD","A6000","A6000","Index",4.551,"Private Sector Interface","Property rights and contracts","Other","Legal means to protect property rights","",NA,"","","","","",NA,"","","","","IPD548","31335","","",""
"746","legal means to protect property rights-IPD-a6000","530-IPD-a6000","a6000","a6000","Legal means to protect property rights","IPD","A6000","A6000","Index",4.551,"Private Sector Interface","Property rights and contracts","Other","Legal means to protect property rights","",NA,"","","","","",NA,"","","","","IPD548","31335","","",""
"747","legitimacy of the political authorities economic benefit-IPD-a1070","629-IPD-a1070","a1070","a1070","Legitimacy of the political authorities: economic benefit","IPD","A1070","A1070","Index",4.042,"Trust","Trust in Government","Other","Legitimacy of the political authorities: economic benefit","",NA,"","","","","",NA,"","","","","IPD549","31336","","",""
"748","legitimacy of the political authorities economic benefit-IPD-a1070","299-IPD-a1070","A1070","A1070","Legitimacy of the political authorities: economic benefit","IPD","A1070","A1070","Index",4.042,"Trust","Trust in Government","Other","Legitimacy of the political authorities: economic benefit","",NA,"","","","","",NA,"","","","","IPD549","31336","","",""
"749","legitimacy of the political authorities national pride-IPD-a1072","627-IPD-a1072","a1072","a1072","Legitimacy of the political authorities: national pride","IPD","A1072","A1072","Index",4.014,"Trust","Trust in Government","Other","Legitimacy of the political authorities: national pride","",NA,"","","","","",NA,"","","","","IPD550","31338","","",""
"750","legitimacy of the political authorities national pride-IPD-a1072","297-IPD-a1072","A1072","A1072","Legitimacy of the political authorities: national pride","IPD","A1072","A1072","Index",4.014,"Trust","Trust in Government","Other","Legitimacy of the political authorities: national pride","",NA,"","","","","",NA,"","","","","IPD550","31338","","",""
"751","legitimacy of the political authorities social benefit-IPD-a1071","298-IPD-a1071","A1071","A1071","Legitimacy of the political authorities: social benefit","IPD","A1071","A1071","Index",4.078,"Trust","Trust in Government","Other","Legitimacy of the political authorities: social benefit","",NA,"","","","","",NA,"","","","","IPD551","31339","","",""
"752","legitimacy of the political authorities social benefit-IPD-a1071","628-IPD-a1071","a1071","a1071","Legitimacy of the political authorities: social benefit","IPD","A1071","A1071","Index",4.078,"Trust","Trust in Government","Other","Legitimacy of the political authorities: social benefit","",NA,"","","","","",NA,"","","","","IPD551","31339","","",""
"753","lender guarantees banking system mortgages etc-IPD-c602","824-IPD-c602","C602","C602","Lender guarantees: banking system (mortgages etc)","IPD","C602","C602","Index",4.031,"Public Sector Management","Financial System","Other","Lender guarantees: banking system (mortgages etc)","",NA,"","","","","",NA,"","","","","IPD552","31340","","",""
"754","lending directed towards treasury financing-IPD-c4024","756-IPD-c4024","C4024","C4024","Lending directed towards Treasury financing","IPD","C4024","C4024","Index",4.826,"Public Sector Management","Financial System","Other","Lending directed towards Treasury financing","",NA,"","","","","",NA,"","","","","IPD553","31341","","",""
"755","lending entirely directed towards treasury financing-IPD-c4024","797-IPD-c4024","C4024","C4024","Lending entirely directed towards Treasury financing","IPD","C4024","C4024","Index",5.11,"Public Sector Management","Financial System","Other","Lending entirely directed towards Treasury financing","",NA,"","","","","",NA,"","","","","IPD554","31342","","",""
"756","level of competence of bank executives in foreign banks-IPD-c5001","759-IPD-c5001","C5001","C5001","Level of competence of bank executives in foreign banks","IPD","C5001","C5001","Index",4.782,"Public Sector Management","Financial System","Other","Level of competence of bank executives in foreign banks","",NA,"","","","","",NA,"","","","","IPD561","31349","","",""
"757","level of competence of bank executives in local banks-IPD-c5000","758-IPD-c5000","C5000","C5000","Level of competence of bank executives in local banks","IPD","C5000","C5000","Index",4.697,"Public Sector Management","Financial System","Other","Level of competence of bank executives in local banks","",NA,"","","","","",NA,"","","","","IPD562","31350","","",""
"758","level of competence of bank executives-IPD-c5000","812-IPD-c5000","C5000","C5000","Level of competence of bank executives","IPD","C5000","C5000","Index",4.112,"Public Sector Management","Financial System","Other","Level of competence of bank executives","",NA,"","","","","",NA,"","","","","IPD560","31348","","",""
"759","level of cooperation of the local customs administration with the customs administrations of other countries rules of origin detection of fraud etc-IPD-a3052","1220-IPD-a3052","A3052","A3052","Level of cooperation of the local customs administration with the customs administrations of other countries (rules of origin, detection of fraud, etc)","IPD","A3052","A3052","Index",4.574,"Public Sector Management","Tax and Customs","Other","Level of cooperation of the local customs administration with the customs administrations of other countries (rules of origin detection of fraud etc)","",NA,"","","","","",NA,"","","","","IPD563","31351","","",""
"760","level of government intervention in allocation of lending-IPD-c402","795-IPD-c402","C402","C402","Level of government intervention in allocation of lending","IPD","C402","C402","Index",4.724,"Public Sector Management","Financial System","Other","Level of government intervention in allocation of lending","",NA,"","","","","",NA,"","","","","IPD564","31352","","",""
"761","level of information on the structure of shareholdings in local firms-IPD-b7040","905-IPD-b7040","B7040","B7040","Level of information on the structure of shareholdings in local firms","IPD","B7040","B7040","Index",4.205,"Citizen Engagement","Open Government and Transparency","Other","Level of information on the structure of shareholdings in local firms","",NA,"","","","","",NA,"","","","","IPD565.1","31353","","",""
"762","level of information on the structure of shareholdings in local firms-IPD-b7100","990-IPD-b7100","B7100","B7100","Level of information on the structure of shareholdings in local firms","IPD","B7100","B7100","Index",4.205,"Citizen Engagement","Open Government and Transparency","Other","Level of information on the structure of shareholdings in local firms","",NA,"","","","","",NA,"","","","","IPD565.2","31354","","",""
"763","level of information on the structure of shareholdings in the subsidiaries of foreign firms-IPD-b7041","906-IPD-b7041","B7041","B7041","Level of information on the structure of shareholdings in the subsidiaries of foreign firms","IPD","B7041","B7041","Index",4.106,"Citizen Engagement","Open Government and Transparency","Other","Level of information on the structure of shareholdings in the subsidiaries of foreign firms","",NA,"","","","","",NA,"","","","","IPD566","31355","","",""
"764","level of investment by emigrants in their country of origin entering into your country of residence-IPD-a8012","1333-IPD-a8012","A8012","A8012","Level of investment by emigrants in their country of origin (entering into your country of residence)","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"765","level of investment by immigrants in their country of origin leaving your country of residence-IPD-a8022","1337-IPD-a8022","A8022","A8022","Level of investment by immigrants in their country of origin (leaving your country of residence)","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"766","level of largescale corruption between administrations and foreign firms-IPD-a3022","1047-IPD-a3022","A3022","A3022","Level of ""largescale"" corruption (between administrations and foreign firms)","IPD","A3022","A3022","Index",4.063,"Absence of Corruption","Incidence","Other","Level of largescale corruption (between administrations and foreign firms)","",NA,"","","","","",NA,"","","","","IPD556","31343","","",""
"767","level of largescale corruption between the administration and firms-IPD-a3021","1195-IPD-a3021","A3021","A3021","Level of ""largescale"" corruption (between the administration and firms)","IPD","A3021","A3021","Index",4.133,"Absence of Corruption","Incidence","Other","Level of largescale corruption (between the administration and firms)","",NA,"","","","","",NA,"","","","","IPD557","31344","","",""
"768","level of largescale corruption between the administration and firms-IPD-a3021","268-IPD-a3021","A3021","A3021","Level of largescale corruption (between the administration and firms)","IPD","A3021","A3021","Index",4.133,"Absence of Corruption","Incidence","Other","Level of largescale corruption (between the administration and firms)","",NA,"","","","","",NA,"","","","","IPD557","31344","","",""
"769","level of largescale corruption between the administration and firms-IPD-a3021","599-IPD-a3021","a3021","a3021","Level of largescale corruption (between the administration and firms)","IPD","A3021","A3021","Index",4.133,"Absence of Corruption","Incidence","Other","Level of largescale corruption (between the administration and firms)","",NA,"","","","","",NA,"","","","","IPD557","31344","","",""
