"","Indicator","dataset","iso3","subset","year","group","question","answer","value","Indicator_Id"
"284","house of representatives unicameral-IPU-Number.of.women.parliamentarians","IPU","EGY","All",2018,"House of Representatives Unicameral","House of Representatives Unicameral","Number.of.women.parliamentarians",89,"105-IPU-Number.of.women.parliamentarians"
"285","house of representatives unicameral-IPU-Number.of.women.parliamentarians","IPU","MAC","All",2018,"House of Representatives Unicameral","House of Representatives Unicameral","Number.of.women.parliamentarians",10,"105-IPU-Number.of.women.parliamentarians"
"286","house of representatives unicameral-IPU-Percentage.of.women","IPU","LBY","All",2018,"House of Representatives Unicameral","House of Representatives Unicameral","Percentage.of.women",15.96,"182-IPU-Percentage.of.women"
"287","house of representatives unicameral-IPU-Percentage.of.women","IPU","CXR","All",2018,"House of Representatives Unicameral","House of Representatives Unicameral","Percentage.of.women",17.86,"182-IPU-Percentage.of.women"
"288","house of representatives unicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"House of Representatives Unicameral","House of Representatives Unicameral","Percentage.of.women",19.82,"182-IPU-Percentage.of.women"
"289","house of representatives unicameral-IPU-Percentage.of.women","IPU","NCL","All",2018,"House of Representatives Unicameral","House of Representatives Unicameral","Percentage.of.women",38.33,"182-IPU-Percentage.of.women"
"290","house of representatives unicameral-IPU-Percentage.of.women","IPU","EGY","All",2018,"House of Representatives Unicameral","House of Representatives Unicameral","Percentage.of.women",14.93,"182-IPU-Percentage.of.women"
"291","house of representatives unicameral-IPU-Percentage.of.women","IPU","MAC","All",2018,"House of Representatives Unicameral","House of Representatives Unicameral","Percentage.of.women",14.71,"182-IPU-Percentage.of.women"
"292","house of the federation bicameral-IPU-Number.of.seats","IPU","ETH","All",2018,"House of the Federation Bicameral","House of the Federation Bicameral","Number.of.seats",153,"34-IPU-Number.of.seats"
"293","house of the federation bicameral-IPU-Number.of.women.parliamentarians","IPU","ETH","All",2018,"House of the Federation Bicameral","House of the Federation Bicameral","Number.of.women.parliamentarians",49,"111-IPU-Number.of.women.parliamentarians"
"294","house of the federation bicameral-IPU-Percentage.of.women","IPU","ETH","All",2018,"House of the Federation Bicameral","House of the Federation Bicameral","Percentage.of.women",32.03,"188-IPU-Percentage.of.women"
"295","house of the people bicameral-IPU-Number.of.seats","IPU","AFG","All",2018,"House of the People Bicameral","House of the People Bicameral","Number.of.seats",249,"1-IPU-Number.of.seats"
"296","house of the people bicameral-IPU-Number.of.seats","IPU","SOM","All",2018,"House of the People Bicameral","House of the People Bicameral","Number.of.seats",275,"1-IPU-Number.of.seats"
"297","house of the people bicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"House of the People Bicameral","House of the People Bicameral","Number.of.seats",542,"1-IPU-Number.of.seats"
"298","house of the people bicameral-IPU-Number.of.women.parliamentarians","IPU","AFG","All",2018,"House of the People Bicameral","House of the People Bicameral","Number.of.women.parliamentarians",69,"78-IPU-Number.of.women.parliamentarians"
"299","house of the people bicameral-IPU-Number.of.women.parliamentarians","IPU","SOM","All",2018,"House of the People Bicameral","House of the People Bicameral","Number.of.women.parliamentarians",67,"78-IPU-Number.of.women.parliamentarians"
"300","house of the people bicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"House of the People Bicameral","House of the People Bicameral","Number.of.women.parliamentarians",64,"78-IPU-Number.of.women.parliamentarians"
"301","house of the people bicameral-IPU-Percentage.of.women","IPU","AFG","All",2018,"House of the People Bicameral","House of the People Bicameral","Percentage.of.women",27.71,"155-IPU-Percentage.of.women"
"302","house of the people bicameral-IPU-Percentage.of.women","IPU","SOM","All",2018,"House of the People Bicameral","House of the People Bicameral","Percentage.of.women",24.36,"155-IPU-Percentage.of.women"
"303","house of the people bicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"House of the People Bicameral","House of the People Bicameral","Percentage.of.women",11.81,"155-IPU-Percentage.of.women"
"304","islamic parliament of iran unicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"Islamic Parliament of Iran Unicameral","Islamic Parliament of Iran Unicameral","Number.of.seats",289,"42-IPU-Number.of.seats"
"305","islamic parliament of iran unicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"Islamic Parliament of Iran Unicameral","Islamic Parliament of Iran Unicameral","Number.of.women.parliamentarians",17,"119-IPU-Number.of.women.parliamentarians"
"306","islamic parliament of iran unicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"Islamic Parliament of Iran Unicameral","Islamic Parliament of Iran Unicameral","Percentage.of.women",5.88,"196-IPU-Percentage.of.women"
"307","legislative assembly unicameral-IPU-Number.of.seats","IPU","EGY","All",2018,"Legislative Assembly Unicameral","Legislative Assembly Unicameral","Number.of.seats",84,"25-IPU-Number.of.seats"
"308","legislative assembly unicameral-IPU-Number.of.seats","IPU","CXR","All",2018,"Legislative Assembly Unicameral","Legislative Assembly Unicameral","Number.of.seats",57,"25-IPU-Number.of.seats"
"309","legislative assembly unicameral-IPU-Number.of.seats","IPU","SYR","All",2018,"Legislative Assembly Unicameral","Legislative Assembly Unicameral","Number.of.seats",27,"25-IPU-Number.of.seats"
"310","legislative assembly unicameral-IPU-Number.of.seats","IPU","SDN","All",2018,"Legislative Assembly Unicameral","Legislative Assembly Unicameral","Number.of.seats",50,"25-IPU-Number.of.seats"
"311","legislative assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","EGY","All",2018,"Legislative Assembly Unicameral","Legislative Assembly Unicameral","Number.of.women.parliamentarians",0,"102-IPU-Number.of.women.parliamentarians"
"312","legislative assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","CXR","All",2018,"Legislative Assembly Unicameral","Legislative Assembly Unicameral","Number.of.women.parliamentarians",26,"102-IPU-Number.of.women.parliamentarians"
"313","legislative assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","SYR","All",2018,"Legislative Assembly Unicameral","Legislative Assembly Unicameral","Number.of.women.parliamentarians",2,"102-IPU-Number.of.women.parliamentarians"
"314","legislative assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","SDN","All",2018,"Legislative Assembly Unicameral","Legislative Assembly Unicameral","Number.of.women.parliamentarians",5,"102-IPU-Number.of.women.parliamentarians"
"315","legislative assembly unicameral-IPU-Percentage.of.women","IPU","EGY","All",2018,"Legislative Assembly Unicameral","Legislative Assembly Unicameral","Percentage.of.women",0,"179-IPU-Percentage.of.women"
"316","legislative assembly unicameral-IPU-Percentage.of.women","IPU","CXR","All",2018,"Legislative Assembly Unicameral","Legislative Assembly Unicameral","Percentage.of.women",45.61,"179-IPU-Percentage.of.women"
"317","legislative assembly unicameral-IPU-Percentage.of.women","IPU","SYR","All",2018,"Legislative Assembly Unicameral","Legislative Assembly Unicameral","Percentage.of.women",7.41,"179-IPU-Percentage.of.women"
"318","legislative assembly unicameral-IPU-Percentage.of.women","IPU","SDN","All",2018,"Legislative Assembly Unicameral","Legislative Assembly Unicameral","Percentage.of.women",10,"179-IPU-Percentage.of.women"
"319","legislative chamber bicameral-IPU-Number.of.seats","IPU","UZB","All",2018,"Legislative Chamber Bicameral","Legislative Chamber Bicameral","Number.of.seats",150,"77-IPU-Number.of.seats"
"320","legislative chamber bicameral-IPU-Number.of.women.parliamentarians","IPU","UZB","All",2018,"Legislative Chamber Bicameral","Legislative Chamber Bicameral","Number.of.women.parliamentarians",24,"154-IPU-Number.of.women.parliamentarians"
"321","legislative chamber bicameral-IPU-Percentage.of.women","IPU","UZB","All",2018,"Legislative Chamber Bicameral","Legislative Chamber Bicameral","Percentage.of.women",16,"231-IPU-Percentage.of.women"
"322","legislative council unicameral-IPU-Number.of.seats","IPU","BWA","All",2018,"Legislative Council Unicameral","Legislative Council Unicameral","Number.of.seats",33,"21-IPU-Number.of.seats"
"323","legislative council unicameral-IPU-Number.of.women.parliamentarians","IPU","BWA","All",2018,"Legislative Council Unicameral","Legislative Council Unicameral","Number.of.women.parliamentarians",3,"98-IPU-Number.of.women.parliamentarians"
"324","legislative council unicameral-IPU-Percentage.of.women","IPU","BWA","All",2018,"Legislative Council Unicameral","Legislative Council Unicameral","Percentage.of.women",9.09,"175-IPU-Percentage.of.women"
"325","national assembly bicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.seats",349,"17-IPU-Number.of.seats"
"326","national assembly bicameral-IPU-Number.of.seats","IPU","CXR","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.seats",255,"17-IPU-Number.of.seats"
"327","national assembly bicameral-IPU-Number.of.seats","IPU","PAK","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.seats",340,"17-IPU-Number.of.seats"
"328","national assembly bicameral-IPU-Number.of.seats","IPU","NAM","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.seats",59,"17-IPU-Number.of.seats"
"329","national assembly bicameral-IPU-Number.of.seats","IPU","BMU","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.seats",47,"17-IPU-Number.of.seats"
"330","national assembly bicameral-IPU-Number.of.seats","IPU","NAM","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.seats",104,"17-IPU-Number.of.seats"
"331","national assembly bicameral-IPU-Number.of.seats","IPU","BWA","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.seats",123,"17-IPU-Number.of.seats"
"332","national assembly bicameral-IPU-Number.of.seats","IPU","BWA","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.seats",180,"17-IPU-Number.of.seats"
"333","national assembly bicameral-IPU-Number.of.seats","IPU","CXR","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.seats",151,"17-IPU-Number.of.seats"
"334","national assembly bicameral-IPU-Number.of.seats","IPU","SOM","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.seats",394,"17-IPU-Number.of.seats"
"335","national assembly bicameral-IPU-Number.of.seats","IPU","SYR","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.seats",32,"17-IPU-Number.of.seats"
"336","national assembly bicameral-IPU-Number.of.seats","IPU","CZE","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.seats",492,"17-IPU-Number.of.seats"
"337","national assembly bicameral-IPU-Number.of.seats","IPU","FRA","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.seats",577,"17-IPU-Number.of.seats"
"338","national assembly bicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.seats",117,"17-IPU-Number.of.seats"
"339","national assembly bicameral-IPU-Number.of.seats","IPU","SMR","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.seats",90,"17-IPU-Number.of.seats"
"340","national assembly bicameral-IPU-Number.of.seats","IPU","MAC","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.seats",151,"17-IPU-Number.of.seats"
"341","national assembly bicameral-IPU-Number.of.seats","IPU","BWA","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.seats",121,"17-IPU-Number.of.seats"
"342","national assembly bicameral-IPU-Number.of.seats","IPU","SOM","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.seats",426,"17-IPU-Number.of.seats"
"343","national assembly bicameral-IPU-Number.of.seats","IPU","LBN","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.seats",122,"17-IPU-Number.of.seats"
"344","national assembly bicameral-IPU-Number.of.seats","IPU","ZMB","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.seats",250,"17-IPU-Number.of.seats"
"345","national assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.women.parliamentarians",76,"94-IPU-Number.of.women.parliamentarians"
"346","national assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","CXR","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.women.parliamentarians",27,"94-IPU-Number.of.women.parliamentarians"
"347","national assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","PAK","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.women.parliamentarians",70,"94-IPU-Number.of.women.parliamentarians"
"348","national assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","NAM","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.women.parliamentarians",22,"94-IPU-Number.of.women.parliamentarians"
"349","national assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","BMU","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.women.parliamentarians",4,"94-IPU-Number.of.women.parliamentarians"
"350","national assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","NAM","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.women.parliamentarians",48,"94-IPU-Number.of.women.parliamentarians"
"351","national assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","BWA","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.women.parliamentarians",25,"94-IPU-Number.of.women.parliamentarians"
"352","national assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","BWA","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.women.parliamentarians",56,"94-IPU-Number.of.women.parliamentarians"
"353","national assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","CXR","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.women.parliamentarians",17,"94-IPU-Number.of.women.parliamentarians"
"354","national assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","SOM","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.women.parliamentarians",167,"94-IPU-Number.of.women.parliamentarians"
"355","national assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","SYR","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.women.parliamentarians",7,"94-IPU-Number.of.women.parliamentarians"
"356","national assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","CZE","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.women.parliamentarians",44,"94-IPU-Number.of.women.parliamentarians"
"357","national assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","FRA","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.women.parliamentarians",225,"94-IPU-Number.of.women.parliamentarians"
"358","national assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.women.parliamentarians",20,"94-IPU-Number.of.women.parliamentarians"
"359","national assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","SMR","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.women.parliamentarians",33,"94-IPU-Number.of.women.parliamentarians"
"360","national assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","MAC","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.women.parliamentarians",29,"94-IPU-Number.of.women.parliamentarians"
"361","national assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","BWA","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.women.parliamentarians",44,"94-IPU-Number.of.women.parliamentarians"
"362","national assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","SOM","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.women.parliamentarians",130,"94-IPU-Number.of.women.parliamentarians"
"363","national assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","LBN","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.women.parliamentarians",27,"94-IPU-Number.of.women.parliamentarians"
"364","national assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","ZMB","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Number.of.women.parliamentarians",83,"94-IPU-Number.of.women.parliamentarians"
"365","national assembly bicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Percentage.of.women",21.78,"171-IPU-Percentage.of.women"
"366","national assembly bicameral-IPU-Percentage.of.women","IPU","CXR","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Percentage.of.women",10.59,"171-IPU-Percentage.of.women"
"367","national assembly bicameral-IPU-Percentage.of.women","IPU","PAK","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Percentage.of.women",20.59,"171-IPU-Percentage.of.women"
"368","national assembly bicameral-IPU-Percentage.of.women","IPU","NAM","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Percentage.of.women",37.29,"171-IPU-Percentage.of.women"
"369","national assembly bicameral-IPU-Percentage.of.women","IPU","BMU","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Percentage.of.women",8.51,"171-IPU-Percentage.of.women"
"370","national assembly bicameral-IPU-Percentage.of.women","IPU","NAM","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Percentage.of.women",46.15,"171-IPU-Percentage.of.women"
"371","national assembly bicameral-IPU-Percentage.of.women","IPU","BWA","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Percentage.of.women",20.33,"171-IPU-Percentage.of.women"
"372","national assembly bicameral-IPU-Percentage.of.women","IPU","BWA","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Percentage.of.women",31.11,"171-IPU-Percentage.of.women"
"373","national assembly bicameral-IPU-Percentage.of.women","IPU","CXR","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Percentage.of.women",11.26,"171-IPU-Percentage.of.women"
"374","national assembly bicameral-IPU-Percentage.of.women","IPU","SOM","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Percentage.of.women",42.39,"171-IPU-Percentage.of.women"
"375","national assembly bicameral-IPU-Percentage.of.women","IPU","SYR","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Percentage.of.women",21.88,"171-IPU-Percentage.of.women"
"376","national assembly bicameral-IPU-Percentage.of.women","IPU","CZE","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Percentage.of.women",8.94,"171-IPU-Percentage.of.women"
"377","national assembly bicameral-IPU-Percentage.of.women","IPU","FRA","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Percentage.of.women",38.99,"171-IPU-Percentage.of.women"
"378","national assembly bicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Percentage.of.women",17.09,"171-IPU-Percentage.of.women"
"379","national assembly bicameral-IPU-Percentage.of.women","IPU","SMR","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Percentage.of.women",36.67,"171-IPU-Percentage.of.women"
"380","national assembly bicameral-IPU-Percentage.of.women","IPU","MAC","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Percentage.of.women",19.21,"171-IPU-Percentage.of.women"
"381","national assembly bicameral-IPU-Percentage.of.women","IPU","BWA","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Percentage.of.women",36.36,"171-IPU-Percentage.of.women"
"382","national assembly bicameral-IPU-Percentage.of.women","IPU","SOM","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Percentage.of.women",30.52,"171-IPU-Percentage.of.women"
"383","national assembly bicameral-IPU-Percentage.of.women","IPU","LBN","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Percentage.of.women",22.13,"171-IPU-Percentage.of.women"
"384","national assembly bicameral-IPU-Percentage.of.women","IPU","ZMB","All",2018,"National Assembly Bicameral","National Assembly Bicameral","Percentage.of.women",33.2,"171-IPU-Percentage.of.women"
"385","national assembly of the peoples power unicameral-IPU-Number.of.seats","IPU","CXR","All",2018,"National Assembly of the People's Power Unicameral","National Assembly of the People's Power Unicameral","Number.of.seats",605,"27-IPU-Number.of.seats"
"386","national assembly of the peoples power unicameral-IPU-Number.of.women.parliamentarians","IPU","CXR","All",2018,"National Assembly of the People's Power Unicameral","National Assembly of the People's Power Unicameral","Number.of.women.parliamentarians",322,"104-IPU-Number.of.women.parliamentarians"
"387","national assembly of the peoples power unicameral-IPU-Percentage.of.women","IPU","CXR","All",2018,"National Assembly of the People's Power Unicameral","National Assembly of the People's Power Unicameral","Percentage.of.women",53.22,"181-IPU-Percentage.of.women"
"388","national assembly unicameral-IPU-Number.of.seats","IPU","MAC","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",192,"7-IPU-Number.of.seats"
"389","national assembly unicameral-IPU-Number.of.seats","IPU","AND","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",220,"7-IPU-Number.of.seats"
"390","national assembly unicameral-IPU-Number.of.seats","IPU","MAC","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",147,"7-IPU-Number.of.seats"
"391","national assembly unicameral-IPU-Number.of.seats","IPU","LAO","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",149,"7-IPU-Number.of.seats"
"392","national assembly unicameral-IPU-Number.of.seats","IPU","MAC","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",69,"7-IPU-Number.of.seats"
"393","national assembly unicameral-IPU-Number.of.seats","IPU","SDN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",55,"7-IPU-Number.of.seats"
"394","national assembly unicameral-IPU-Number.of.seats","IPU","ZMB","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",167,"7-IPU-Number.of.seats"
"395","national assembly unicameral-IPU-Number.of.seats","IPU","BWA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",72,"7-IPU-Number.of.seats"
"396","national assembly unicameral-IPU-Number.of.seats","IPU","VGB","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",494,"7-IPU-Number.of.seats"
"397","national assembly unicameral-IPU-Number.of.seats","IPU","DZA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",137,"7-IPU-Number.of.seats"
"398","national assembly unicameral-IPU-Number.of.seats","IPU","RCA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",300,"7-IPU-Number.of.seats"
"399","national assembly unicameral-IPU-Number.of.seats","IPU","CAN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",188,"7-IPU-Number.of.seats"
"400","national assembly unicameral-IPU-Number.of.seats","IPU","BWA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",240,"7-IPU-Number.of.seats"
"401","national assembly unicameral-IPU-Number.of.seats","IPU","ATA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",125,"7-IPU-Number.of.seats"
"402","national assembly unicameral-IPU-Number.of.seats","IPU","CAN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",140,"7-IPU-Number.of.seats"
"403","national assembly unicameral-IPU-Number.of.seats","IPU","SDN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",15,"7-IPU-Number.of.seats"
"404","national assembly unicameral-IPU-Number.of.seats","IPU","SUR","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",51,"7-IPU-Number.of.seats"
"405","national assembly unicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",114,"7-IPU-Number.of.seats"
"406","national assembly unicameral-IPU-Number.of.seats","IPU","ERI","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",150,"7-IPU-Number.of.seats"
"407","national assembly unicameral-IPU-Number.of.seats","IPU","DJI","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",65,"7-IPU-Number.of.seats"
"408","national assembly unicameral-IPU-Number.of.seats","IPU","VGB","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",167,"7-IPU-Number.of.seats"
"409","national assembly unicameral-IPU-Number.of.seats","IPU","LBN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",128,"7-IPU-Number.of.seats"
"410","national assembly unicameral-IPU-Number.of.seats","IPU","SDN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",165,"7-IPU-Number.of.seats"
"411","national assembly unicameral-IPU-Number.of.seats","IPU","KOR","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",65,"7-IPU-Number.of.seats"
"412","national assembly unicameral-IPU-Number.of.seats","IPU","SDN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",250,"7-IPU-Number.of.seats"
"413","national assembly unicameral-IPU-Number.of.seats","IPU","SYR","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",91,"7-IPU-Number.of.seats"
"414","national assembly unicameral-IPU-Number.of.seats","IPU","BWA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",127,"7-IPU-Number.of.seats"
"415","national assembly unicameral-IPU-Number.of.seats","IPU","MAC","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",147,"7-IPU-Number.of.seats"
"416","national assembly unicameral-IPU-Number.of.seats","IPU","BEN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",83,"7-IPU-Number.of.seats"
"417","national assembly unicameral-IPU-Number.of.seats","IPU","NCL","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",92,"7-IPU-Number.of.seats"
"418","national assembly unicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",58,"7-IPU-Number.of.seats"
"419","national assembly unicameral-IPU-Number.of.seats","IPU","PAN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",71,"7-IPU-Number.of.seats"
"420","national assembly unicameral-IPU-Number.of.seats","IPU","UKR","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",390,"7-IPU-Number.of.seats"
"421","national assembly unicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",198,"7-IPU-Number.of.seats"
"422","national assembly unicameral-IPU-Number.of.seats","IPU","NER","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",171,"7-IPU-Number.of.seats"
"423","national assembly unicameral-IPU-Number.of.seats","IPU","BRB","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",63,"7-IPU-Number.of.seats"
"424","national assembly unicameral-IPU-Number.of.seats","IPU","ATA","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",105,"7-IPU-Number.of.seats"
"425","national assembly unicameral-IPU-Number.of.seats","IPU","SDN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.seats",33,"7-IPU-Number.of.seats"
"426","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","MAC","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",32,"84-IPU-Number.of.women.parliamentarians"
"427","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","AND","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",67,"84-IPU-Number.of.women.parliamentarians"
"428","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","MAC","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",37,"84-IPU-Number.of.women.parliamentarians"
"429","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","LAO","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",41,"84-IPU-Number.of.women.parliamentarians"
"430","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","MAC","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",8,"84-IPU-Number.of.women.parliamentarians"
"431","national assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","SDN","All",2018,"National Assembly Unicameral","National Assembly Unicameral","Number.of.women.parliamentarians",10,"84-IPU-Number.of.women.parliamentarians"
