Indicator ID,Indicator Code,Indicator Name,Display Name,Dataset,Value Type Slug,Value Type Descriptor,Units,Rank 1,Category 1 - slug,Category 1.1,Category 1.2,Category 1.3,Category 1.4,Category 1.5,Rank 2,Category 2 - slug,Category 2.1,Category 2.2,Category 2.3,Category 2.4,Category 2.5,Rank 3,Category 3 - slug,Category 3.1,Category 3.2,Category 3.3,Category 3.4,Category 3.5,Rank 4,Category 4 - slug,Category 4.1,Category 4.2,Category 4.3,Category 4.4,Category 4.5,Rank 5,Category 5 - slug,Category 5.1,Category 5.2,Category 5.3,Category 5.4,Category 5.5,Rank 6,Category 6 - slug,Category 6.1,Category 6.2,Category 6.3,Category 6.4,Category 6.5,Hidden
3295,,"Population, total (WDI)","Population, total (WDI)",World Development Indicators,value,Value,people,3.004,dems,Economy,Economic and Social Context,Demographics,"Population, total (WDI)",,,fcs.investment.econsocial.demog,Investment,FCS Investment Trends,Economic and Social Context,Demographics,"Population, total (WDI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31772,IPD946.2,A9070,Traditional solidarity in urban areas,IPD,A9070,A9070,Index,4.058,social.cohesion,Trust,Social cohesion (trust in others),Other,Traditional solidarity in urban areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3503,,Total greenhouse gas emissions (kt of CO2 equivalent),Total greenhouse gas emissions (kt of CO2 equivalent),World Development Indicators,value,Value,kt of CO2 equivalent,4.001,cli.carbon,Sectors,Climate Competitiveness,Carbon Emission,Total greenhouse gas emissions (kt of CO2 equivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,,High Status Successful Entrepreneurship,High Status Successful Entrepreneurship,Global Entrepreneurship Monitor Adult Population Survey,percent,% of 18-64 population,% of 18-64 population,4.006,hmn.pol,Innovation,Entrepreneurship,Entrepreneurial Ecosystem,Entrepreneurial Culture,High Status Successful Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31773,IPD947,a9072,Traditional solidarity: between urban and rural areas,IPD,A9072,A9072,Index,4.022,social.cohesion,Trust,Social cohesion (trust in others),Other,Traditional solidarity: between urban and rural areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,"Patent applications, residents","Patent applications, residents",World Development Indicators,value,Value,# of applications,4.002,ip.right.out,Innovation,Innovation Outputs,Intellectual Property Outputs,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31774,IPD948,a9071,Traditional solidarity: rural areas,IPD,A9071,A9071,Index,4.021,social.cohesion,Trust,Social cohesion (trust in others),Other,Traditional solidarity: rural areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31775,IPD949,A301,Transparency of economic policy (fiscal taxation monetary exchangerate etc),IPD,A301,A301,Index,4.339,hfb3e990a,Citizen Engagement,Open Government and Transparency,Other,Transparency of economic policy (fiscal taxation monetary exchangerate etc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,Scientific and technical journal articles,Scientific and technical journal articles,World Development Indicators,value,Value,# of articles,2.001,ip.right.out,Innovation,Innovation Outputs,Intellectual Property Outputs,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,"Trademark applications, direct resident","Trademark applications, direct resident",World Development Indicators,value,Value,# of applications,4.004,ip.right.out,Innovation,Innovation Outputs,Intellectual Property Outputs,"Trademark applications, direct resident",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31776,IPD95,a5080,Capacity of national public authorities hampered: political divisions,IPD,A5080,A5080,Index,4.507,admin.policy,Public Sector Management,Administrative and Policymaking capacity,Other,Capacity of national public authorities hampered: political divisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31777,IPD950,c6020,Transparency of information on listed companies,IPD,C6020,C6020,Index,4.17,fin.sys,Public Sector Management,Financial System,Other,Transparency of information on listed companies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)",World Development Indicators,value,Value,%,4.001,dems,Economy,Economic and Social Context,Demographics,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,,Cash surplus/deficit (% of GDP),Cash surplus/deficit (% of GDP),World Development Indicators,value,Value,% of GDP,3.001,govt.fin,Economy,Monetary and Fiscal,Government Finance,Cash surplus/deficit (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31778,IPD951,B3030,Transparency of management of income from mining natural resources (oil other mining resources etc.),IPD,B3030,B3030,Index,4.061,hfb3e990a,Citizen Engagement,Open Government and Transparency,Other,Transparency of management of income from mining natural resources (oil other mining resources etc.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,,Energy intensity level of primary energy (MJ/$2011 PPP GDP),Energy intensity level of primary energy (MJ/$2011 PPP GDP),World Development Indicators,value,Value,MJ/2011 USD PPP,2.002,cli.int.ener,Sectors,Climate Competitiveness,Energy Intensity,Energy intensity level of primary energy (MJ/$2011 PPP GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31779,IPD952.1,B4020,Transparency of privatisation procedures,IPD,B4020,B4020,Index,4.422,state.owned,Public Sector Management,State owned enterprises,Other,Transparency of privatisation procedures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,,Employment in industry (% of total employment),Employment in industry (% of total employment),World Development Indicators,value,Value,% of total employment,3.006,lbr,Economy,Economic and Social Context,Labor,Employment in industry (% of total employment),,3.006,inn.hmn.cap,Innovation,Innovation Inputs,Human Capital in Business,Employment in industry (% of total employment),,,fcs.investment.econsocial.emp,Investment,FCS Investment Trends,Economic and Social Context,Employment,Employment in industry (% of total employment),,,,,,,,,,,,,,,,,,,,,,
31780,IPD952.2,b4021,Transparency of privatisation procedures,IPD,B4021,B4021,Index,4.422,state.owned,Public Sector Management,State owned enterprises,Other,Transparency of privatisation procedures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31781,IPD952.3,B4510,Transparency of privatisation procedures,IPD,B4510,B4510,Index,4.422,state.owned,Public Sector Management,State owned enterprises,Other,Transparency of privatisation procedures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,,Employment in services (% of total employment),Employment in services (% of total employment),World Development Indicators,value,Value,% of total employment,3.007,lbr,Economy,Economic and Social Context,Labor,Employment in services (% of total employment),,3.007,inn.hmn.cap,Innovation,Innovation Inputs,Human Capital in Business,Employment in services (% of total employment),,,fcs.investment.econsocial.emp,Investment,FCS Investment Trends,Economic and Social Context,Employment,Employment in services (% of total employment),,,,,,,,,,,,,,,,,,,,,,
3113,,Media Attention for Entrepreneurship,Media Attention for Entrepreneurship,Global Entrepreneurship Monitor Adult Population Survey,percent,% of 18-64 population,% of 18-64 population,4.007,hmn.pol,Innovation,Entrepreneurship,Entrepreneurial Ecosystem,Entrepreneurial Culture,Media Attention for Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31782,IPD952.4,C4510,Transparency of privatisation procedures,IPD,C4510,C4510,Index,4.422,state.owned,Public Sector Management,State owned enterprises,Other,Transparency of privatisation procedures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3131,,Restrictions on movement of people,Restrictions on movement of people,Services Trade Restrictiveness Index,value,Index (0-1),Index (0-1),3.002,trade.stri,Trade,Trade Barriers,Services Trade Restrictiveness Index,Restrictions on movement of people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31783,IPD953,A300,Transparency of public action in the economic field,IPD,A300,A300,Index,4.359,hfb3e990a,Citizen Engagement,Open Government and Transparency,Other,Transparency of public action in the economic field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),CO2 emissions from manufacturing industries and construction (% of total fuel combustion),World Development Indicators,value,Value,% of total fuel combustion,4.001,cli.carbon,Sectors,Climate Competitiveness,Carbon Emission,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31784,IPD954,A507,Transparency of the dialogue process,IPD,A507,A507,Index,4.313,hfb3e990a,Citizen Engagement,Open Government and Transparency,Other,Transparency of the dialogue process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,,GATS trade in services commitments (by member/sector): Other Services Not Included Elsewhere,GATS trade in services commitments (by member/sector): Other Services Not Included Elsewhere,I-TIP Services,presence,Presence,Yes/No,5.005,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Other Services Not Included Elsewhere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31785,IPD955,a3040,Transparency: public procurement,IPD,A3040,A3040,Index,4.383,hfb3e990a,Citizen Engagement,Open Government and Transparency,Other,Transparency: public procurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31786,IPD956,B4023,Transport infrastructures,IPD,B4023,B4023,Index,4.955,state.owned,Public Sector Management,State owned enterprises,Other,Transport infrastructures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,,GATS trade in services commitments (by member/sector): Business Services - Research and Development Services,GATS trade in services commitments (by member/sector): Business Services - Research and Development Services,I-TIP Services,presence,Presence,Yes/No,4.002,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Business Services - Research and Development Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,,GATS trade in services commitments (by member/sector): Business Services - Other Business Services,GATS trade in services commitments (by member/sector): Business Services - Other Business Services,I-TIP Services,presence,Presence,Yes/No,5.012,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Business Services - Other Business Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31787,IPD957,A9041,Unemployment coverage,IPD,A9041,A9041,Index,4.187,redis,Fairness and equity,Redistribution mechanism,Other,Unemployment coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,,GATS trade in services commitments (by member/sector): Communication Services - Telecommunication services,GATS trade in services commitments (by member/sector): Communication Services - Telecommunication services,I-TIP Services,presence,Presence,Yes/No,5.013,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Communication Services - Telecommunication services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31788,IPD958,d9060,Unemployment rate for young university graduates,IPD,D9060,D9060,Index,4.009,social.prot,Fairness and equity,Social protection and labor,Other,Unemployment rate for young university graduates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31789,IPD959,D9032,University degree irregularities (exam fraud cheating buying degrees etc.),IPD,D9032,D9032,Index,4.235,undue.inf,Fairness and equity,Undue influence,Other,University degree irregularities (exam fraud cheating buying degrees etc.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,,GATS trade in services commitments (by member/sector): Construction and Related Engineering Services - General construction work for buildings,GATS trade in services commitments (by member/sector): Construction and Related Engineering Services - General construction work for buildings,I-TIP Services,presence,Presence,Yes/No,5.014,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Construction and Related Engineering Services - General construction work for buildings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31790,IPD96,a5082,Capacity of national public authorities hampered: pressure group,IPD,A5082,A5082,Index,4.645,admin.policy,Public Sector Management,Administrative and Policymaking capacity,Other,Capacity of national public authorities hampered: pressure group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,,GATS trade in services commitments (by member/sector): Business Services - Professional Services,GATS trade in services commitments (by member/sector): Business Services - Professional Services,I-TIP Services,presence,Presence,Yes/No,4.001,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Business Services - Professional Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,,GATS trade in services commitments (by member/sector): Business Services - Real Estate Services,GATS trade in services commitments (by member/sector): Business Services - Real Estate Services,I-TIP Services,presence,Presence,Yes/No,5.008,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Business Services - Real Estate Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31791,IPD960,d9040,Upward social mobility linked to merit,IPD,D9040,D9040,Index,4.215,social.prot,Fairness and equity,Social protection and labor,Other,Upward social mobility linked to merit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,,GATS trade in services commitments (by member/sector): Communication Services - Postal services,GATS trade in services commitments (by member/sector): Communication Services - Postal services,I-TIP Services,presence,Presence,Yes/No,5.009,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Communication Services - Postal services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31792,IPD961,B3031,Use of income from mining oil and other mining resources,IPD,B3031,B3031,Index,4.113,redis,Fairness and equity,Redistribution mechanism,Other,Use of income from mining oil and other mining resources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,,GATS trade in services commitments (by member/sector): Communication Services - Audiovisual services,GATS trade in services commitments (by member/sector): Communication Services - Audiovisual services,I-TIP Services,presence,Presence,Yes/No,5.01,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Communication Services - Audiovisual services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31793,IPD962,a2033,Violence against public officials,IPD,A2033,A2033,Index,4.027,violent.conflict,Security,Violent conflict,Other,Violence against public officials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,,GATS trade in services commitments (by member/sector): Construction and Related Engineering Services - General construction work for civil engineering,GATS trade in services commitments (by member/sector): Construction and Related Engineering Services - General construction work for civil engineering,I-TIP Services,presence,Presence,Yes/No,5.011,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Construction and Related Engineering Services - General construction work for civil engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31794,IPD963,A2004,Violence over access to natural resources (oil mining resources etc.),IPD,A2004,A2004,Index,4.009,violent.conflict,Security,Violent conflict,Other,Violence over access to natural resources (oil mining resources etc.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31795,IPD964,A2002,Violent actions by underground political organisations,IPD,A2002,A2002,Index,4.059,h6a94e87c,Security,Crime,Other,Violent actions by underground political organisations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,,GATS trade in services commitments (by member/sector): Construction and Related Engineering Services - Other,GATS trade in services commitments (by member/sector): Construction and Related Engineering Services - Other,I-TIP Services,presence,Presence,Yes/No,5.022,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Construction and Related Engineering Services - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31796,IPD965,a2041,Violent activities: criminal organisations,IPD,A2041,A2041,Index,4.068,h6a94e87c,Security,Crime,Other,Violent activities: criminal organisations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,,GATS trade in services commitments (by member/sector): Business Services - Computer and Related Services,GATS trade in services commitments (by member/sector): Business Services - Computer and Related Services,I-TIP Services,presence,Presence,Yes/No,5.006,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Business Services - Computer and Related Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31797,IPD966,a2042,Violent activities: natural resources,IPD,A2042,A2042,Index,4.006,violent.conflict,Security,Violent conflict,Other,Violent activities: natural resources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,,GATS trade in services commitments (by member/sector): Business Services - Rental/Leasing Services without Operators,GATS trade in services commitments (by member/sector): Business Services - Rental/Leasing Services without Operators,I-TIP Services,presence,Presence,Yes/No,5.007,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Business Services - Rental/Leasing Services without Operators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31798,IPD967,a2040,Violent activities: political organisations,IPD,A2040,A2040,Index,4.031,violent.conflict,Security,Violent conflict,Other,Violent activities: political organisations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,,GATS trade in services commitments (by member/sector): Communication Services - Courier services,GATS trade in services commitments (by member/sector): Communication Services - Courier services,I-TIP Services,presence,Presence,Yes/No,5.016,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Communication Services - Courier services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,,GATS trade in services commitments (by member/sector): Communication Services - Other,GATS trade in services commitments (by member/sector): Communication Services - Other,I-TIP Services,presence,Presence,Yes/No,5.017,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Communication Services - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31799,IPD968,A2005,Violent labour disputes,IPD,A2005,A2005,Index,4.075,violent.conflict,Security,Violent conflict,Other,Violent labour disputes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31800,IPD969,A2004,Violent social conflicts,IPD,A2004,A2004,Index,4.033,violent.conflict,Security,Violent conflict,Other,Violent social conflicts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,,GATS trade in services commitments (by member/sector): Construction and Related Engineering Services - Installation and assembly work,GATS trade in services commitments (by member/sector): Construction and Related Engineering Services - Installation and assembly work,I-TIP Services,presence,Presence,Yes/No,5.018,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Construction and Related Engineering Services - Installation and assembly work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31801,IPD97,A510,Capacity of the political authorities,IPD,A510,A510,Index,4.158,admin.policy,Public Sector Management,Administrative and Policymaking capacity,Other,Capacity of the political authorities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,,GATS trade in services commitments (by member/sector): Distribution Services - Commission agents' services,GATS trade in services commitments (by member/sector): Distribution Services - Commission agents' services,I-TIP Services,presence,Presence,Yes/No,5.019,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Distribution Services - Commission agents' services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,,GATS trade in services commitments (by member/sector): Construction and Related Engineering Services - Building completion and finishing work,GATS trade in services commitments (by member/sector): Construction and Related Engineering Services - Building completion and finishing work,I-TIP Services,presence,Presence,Yes/No,5.015,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Construction and Related Engineering Services - Building completion and finishing work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31802,IPD970,A2006,Violent social conflicts over land matters,IPD,A2006,A2006,Index,4.013,violent.conflict,Security,Violent conflict,Other,Violent social conflicts over land matters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31803,IPD971,d5000,Vocational training,IPD,D5000,D5000,Index,4.14,social.prot,Fairness and equity,Social protection and labor,Other,Vocational training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,,GATS trade in services commitments (by member/sector): Distribution Services - Wholesale trade services,GATS trade in services commitments (by member/sector): Distribution Services - Wholesale trade services,I-TIP Services,presence,Presence,Yes/No,4.003,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Distribution Services - Wholesale trade services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31804,IPD972,d5001,Vocational training adapted to firms requirements?,IPD,D5001,D5001,Index,4.027,social.prot,Fairness and equity,Social protection and labor,Other,Vocational training adapted to firms requirements?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,,GATS trade in services commitments (by member/sector): Distribution Services - Other,GATS trade in services commitments (by member/sector): Distribution Services - Other,I-TIP Services,presence,Presence,Yes/No,5.027,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Distribution Services - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,,GATS trade in services commitments (by member/sector): Educational Services - Higher education services,GATS trade in services commitments (by member/sector): Educational Services - Higher education services,I-TIP Services,presence,Presence,Yes/No,5.028,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Educational Services - Higher education services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31805,IPD973,D5001,Vocational training matched to firms requirements?,IPD,D5001,D5001,Index,4.048,social.prot,Fairness and equity,Social protection and labor,Other,Vocational training matched to firms requirements?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,,GATS trade in services commitments (by member/sector): Environmental Services - Sewage services,GATS trade in services commitments (by member/sector): Environmental Services - Sewage services,I-TIP Services,presence,Presence,Yes/No,5.029,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Environmental Services - Sewage services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31806,IPD974,b8001,World Trade Organization membership,IPD,B8001,B8001,Index,4.537,hc26c13ea,Private Sector Interface,Permits and Licenses,Other,World Trade Organization membership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,,GATS trade in services commitments (by member/sector): Environmental Services - Other,GATS trade in services commitments (by member/sector): Environmental Services - Other,I-TIP Services,presence,Presence,Yes/No,5.03,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Environmental Services - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31807,IPD975,D7000,Wage bargaining  for bluecollar workers,IPD,D7000,D7000,Index,4.065,social.prot,Fairness and equity,Social protection and labor,Other,Wage bargaining  for bluecollar workers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,,GATS trade in services commitments (by member/sector): Distribution Services - Retailing services,GATS trade in services commitments (by member/sector): Distribution Services - Retailing services,I-TIP Services,presence,Presence,Yes/No,4.004,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Distribution Services - Retailing services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31808,IPD976,D700,Wage bargaining  for nonmanagerial staff,IPD,D700,D700,Index,4.223,social.prot,Fairness and equity,Social protection and labor,Other,Wage bargaining  for nonmanagerial staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,,GATS trade in services commitments (by member/sector): Educational Services - Primary education services,GATS trade in services commitments (by member/sector): Educational Services - Primary education services,I-TIP Services,presence,Presence,Yes/No,5.023,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Educational Services - Primary education services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31809,IPD977,d4002,Wage indexation to inflation,IPD,D4002,D4002,Index,4.204,social.prot,Fairness and equity,Social protection and labor,Other,Wage indexation to inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,,GATS trade in services commitments (by member/sector): Educational Services - Adult education,GATS trade in services commitments (by member/sector): Educational Services - Adult education,I-TIP Services,presence,Presence,Yes/No,5.024,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Educational Services - Adult education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31810,IPD978,B4020,Water and sanitation,IPD,B4020,B4020,Index,4.825,state.owned,Public Sector Management,State owned enterprises,Other,Water and sanitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,,GATS trade in services commitments (by member/sector): Environmental Services - Refuse disposal services,GATS trade in services commitments (by member/sector): Environmental Services - Refuse disposal services,I-TIP Services,presence,Presence,Yes/No,5.025,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Environmental Services - Refuse disposal services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31811,IPD979,B7090,Weight of multisector groups that DO NOT have a financial institution in their group,IPD,B7090,B7090,Index,4.13,fin.sys,Public Sector Management,Financial System,Other,Weight of multisector groups that DO NOT have a financial institution in their group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414,,GATS trade in services commitments (by member/sector): Financial Services - All insurance and insurance-related services,GATS trade in services commitments (by member/sector): Financial Services - All insurance and insurance-related services,I-TIP Services,presence,Presence,Yes/No,5.026,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Financial Services - All insurance and insurance-related services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31812,IPD98,A2014,Capacity of the political authorities to reform these different armed forces,IPD,A2014,A2014,Index,4.002,h6186649c,Security,Police and Military,Other,Capacity of the political authorities to reform these different armed forces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31813,IPD980,B7091,Weight of multisector groups that HAVE one or more financial institutions in their group,IPD,B7091,B7091,Index,4.805,fin.sys,Public Sector Management,Financial System,Other,Weight of multisector groups that HAVE one or more financial institutions in their group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,,GATS trade in services commitments (by member/sector): Health Related and Social Services - Hospital services,GATS trade in services commitments (by member/sector): Health Related and Social Services - Hospital services,I-TIP Services,presence,Presence,Yes/No,5.037,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Health Related and Social Services - Hospital services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31814,IPD981,A9060,Where the elite are educated,IPD,A9060,A9060,Index,5.691,power.infl,Checks and Balances,Power and influence of important actors,Other,Where the elite are educated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,,GATS trade in services commitments (by member/sector): Distribution Services - Franchising,GATS trade in services commitments (by member/sector): Distribution Services - Franchising,I-TIP Services,presence,Presence,Yes/No,5.02,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Distribution Services - Franchising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31815,IPD982,d7021,Workers organizations and the general interest,IPD,D7021,D7021,Index,4.165,social.prot,Fairness and equity,Social protection and labor,Other,Workers organizations and the general interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
