overlap;Indicator_Id;Indicator_Code;Indicator_Name;Display_Name;Dataset;Value_Type_Slug;Value_Type_Descriptor;Units;Description;Rank_1;Category_11;Category_12;Category_13;Category_14;Category_15;Rank_2;Category_21;Category_22;Category_23;Category_24;Category_25;Rank_3;Category_31;Category_32;Category_33;Category_34;answer
GOV;Global_Integrity986;Global_Integrity986;62b;In law a complaint mechanism exists if a business license request is denied (62b);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.784;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity987;Global_Integrity987;62b;In practice the agency receives regular funding (62b);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.253;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity988;Global_Integrity988;62b;In practice the customs and excise agency receives regular funding (62b);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.259;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity989;Global_Integrity989;62b;In practice the tax agency receives regular funding (62b);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.374;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity99;Global_Integrity99;14;Can all citizens exercise their right to vote freely and fairly? (14);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.488;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity990;Global_Integrity990;62c;In practice citizens can obtain any necessary business license ie for a small import business within a reasonable time period (62c);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.699;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity991;Global_Integrity991;62c;In practice the agency makes regular reports to the legislature (62c);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.725;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity992;Global_Integrity992;62d;In practice citizens can obtain any necessary business license ie for a small import business at a reasonable cost (62d);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.437;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity993;Global_Integrity993;63;Do businesses receive equitable regulatory treatment from the government? (63);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.410;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity994;Global_Integrity994;63;In practice are customs and excise laws enforced uniformly and without discrimination? (63);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.127;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity995;Global_Integrity995;63;In practice are tax laws enforced uniformly and without discrimination? (63);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.921;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity996;Global_Integrity996;63a;In law basic business regulatory requirements for meeting health safety and environmental standards are transparent and publicly available (63a);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.488;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity997;Global_Integrity997;63a;In practice are tax laws enforced uniformly and without discrimination? (63a);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.712;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity998;Global_Integrity998;63b;In practice business inspections by the government are carried out in a uniform and evenhanded manner (63b);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.563;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity999;Global_Integrity999;64;In law is there a central bank? (64);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.243;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;HRM1;HRM1;Is empirical evidence being collected on whether equitable representation policies have led tocompromises on merit-based selection objectives?;Is empirical evidence being collected on whether equitable representation policies have led to compromises on meritbased selection objectives? (101);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.197;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM10;HRM10;Children of civil servants with managerial responsibilities;Children of civil servants with managerial responsibilities (113c);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.807;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM100;HRM100;An external agent with an interest in assuring adherence to professional standards relevant to the position in question;An external agent with an interest in assuring adherence to professional standards relevant to the position in question (92d);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.583;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM102;HRM102;Written answers to specific questions relevant to the position;Written answers to specific questions relevant to the position (93b);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.643;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM103;HRM103;Writing samples;Writing samples (93c);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.909;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM105;HRM105;Written tests;Written tests (93e);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.452;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM107;HRM107;Is there a formal set of rules and/or guidelines specifying criteria for ranking long-listed candidates?;Is there a formal set of rules andor guidelines specifying criteria for ranking longlisted candidates? (94);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.597;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM108;HRM108;Is there a formal set of rules designed to ensure that any short-listed candidate satisfies a minimum level of qualification, which is significantly higher than those for long-listed candidates?;Is there a formal set of rules designed to ensure that any shortlisted candidate satisfies a minimum level of qualification which is significantly higher than those for longlisted candidates? (95);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.470;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM109;HRM109;Central Agent;Central Agent (96a);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.511;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM11;HRM11;Civil servants with fiduciary responsibilities;Civil servants with fiduciary responsibilities (113d);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.095;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM110;HRM110;Management unit within which the position is located;Management unit within which the position is located (96b);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.423;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM111;HRM111;HR unit within the management unit within which the position is located;Human Resources unit within the management unit within which the position is located (96c);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.285;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM112;HRM112;An external agent with an interest in assuring adherence to professional standards relevant to the position in question;An external agent with an interest in assuring adherence to professional standards relevant to the position in question (96d);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.374;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM114;HRM114;Written answers to specific questions relevant to the position;Written answers to specific questions relevant to the position (97b);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.045;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM115;HRM115;Writing samples;Writing samples (97c);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.585;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM117;HRM117;Written tests;Written tests (97e);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.247;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM119;HRM119;Is equitable representation (a.k.a. equal opportunity for employment) a policy objective for civil service cadre?;Is equitable representation aka equal opportunity for employment a policy objective for civil service cadre? (99);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.277;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM12;HRM12;Spouses of civil servants with fiduciary responsibilities;Spouses of civil servants with fiduciary responsibilities (113e);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.927;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM120;HRM120;"Is responsibility for day-to-day management of civil servants unambiguously assigned; i.e., does the legal framework ensure that when any particular CSM action has been taken, there is no ambiguity as to whether the agent taking that action, and no other agent, had the authority to do so?";Is responsibility for day-to-day management of civil servants unambiguously assigned (9);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.751;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM13;HRM13;Children of civil servants with fiduciary responsibilities;Children of civil servants with fiduciary responsibilities (113f);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.275;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM14;HRM14;Do conflict of interest restrictions apply to the following categories of civil servants?civil servants?;Do conflict of interest restrictions apply to the following categories of civil servants?civil servants? (114);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.802;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM15;HRM15;Are the organizational units within which civil servants work required to specify their objectives in writing?;Are the organizational units within which civil servants work required to specify their objectives in writing? (115);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.926;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM16;HRM16;Are the organizational units within which civil servants work required to track and report systematic evidence on their progress in achieving those organizational objectives?;Are the organizational units within which civil servants work required to track and report systematic evidence on their progress in achieving those organizational objectives? (116);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.611;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM17;HRM17;Are all civil servants subject to the following?;Are all civil servants subject to the following? (121);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.785;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM18;HRM18;Does the performance appraisal system for civil servants include criteria based on a civil servantscompliance with the rules, procedures and policies governing civil servants? *(in-law);Does the performance appraisal system for civil servants include criteria based on a civil servants' compliance with the rules procedures and policies governing civil servants? (122);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.478;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM19;HRM19;Next higher level of management within that same organization;Next higher level of management within that same organization (127a);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.863;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM2;HRM2;Is evidence being monitored on the extent of equitable representation-based recruitment?;Is evidence being monitored on the extent of equitable representationbased recruitment? (102);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.498;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM20;HRM20;HR unit within that same organization;Human Resources unit within that same organization (127b);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.580;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM21;HRM21;Central HR entity;Central Human Resources entity (127c);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.495;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM23;HRM23;Is there a written record for each civil servant's performance appraisal? (*in practice);Is there a written record for each civil servants performance appraisal? (128);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.274;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM24;HRM24;Does a civil servant have an opportunity to review and comment on the written performance appraisal? (*in law);Does a civil servant have an opportunity to review and comment on the written performance appraisal? *in law (129);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.774;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM25;HRM25;If the answer to question number 129 is 'Yes', are these comments included in the written appraisal record? *(in practice);If the answer to question number 129 is Yes are these comments included in the written appraisal record? *in practice (131);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.076;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM26;HRM26;Does a civil servant have a right to view his performance appraisal records?;Does a civil servant have a right to view his performance appraisal records? (132);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.910;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM27;HRM27;Is responsibility for career management of civil servants  unambiguously assigned? (i.e., the legalframework ensures that when any particular career management action has been taken, there is noambiguity as to whether the agent taking that action, and no other agent, had the authority to do so);Is responsibility for career management of civil servants unambiguously assigned? (13);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.939;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM28;HRM28;Number of authorized positions at any given grade imposes a limit/ceiling on the number ofpotential promotions to each grade;Number of authorized positions at any given grade imposes a limitceiling on the number ofpotential promotions to each grade (142a);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.219;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM29;HRM29;Explicit limits/ceilings are placed on the numbers of promotions, either in total or by grade towhich promotion is made;Explicit limitsceilings are placed on the numbers of promotions either in total or by grade towhich promotion is made (142b);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.969;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM3;HRM3;Are grounds for disciplinary actions explicitly specified in the legal framework?;Are grounds for disciplinary actions explicitly specified in the legal framework? (103);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.284;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM30;HRM30;Other restrictions;Other restrictions (142c);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.539;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM31;HRM31;Is there a threshold, identified by some grade, rank or level, at which promotions decisions requiremore extensive clearance procedures?;Is there a threshold identified by some grade rank or level at which promotions decisions requiremore extensive clearance procedures? (145);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.286;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM32;HRM32;Can the highest ranking civil servants, in any given entity, who report directly to either a politicianor a politically appointed official be removed without cause by their superior?;Can the highest ranking civil servants in any given entity who report directly to either a politicianor a politically appointed official be removed without cause by their superior? (148);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.747;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM33;HRM33;Oversight of civil service management practices is assigned to which of the following agents:;Oversight of civil service management practices is assigned to which of the following agents (14);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.887;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM34;HRM34;If such a removal occurs would that highest ranking civil servant retain a right for another positionwithin the civil service?;If such a removal occurs would that highest ranking civil servant retain a right for another positionwithin the civil service? (150);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.401;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM35;HRM35;Are politically appointed officials required to provide input to the formal annual performanceappraisals of civil servants with whom they work directly?;Are politically appointed officials required to provide input to the formal annual performanceappraisals of civil servants with whom they work directly? (154);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.572;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM36;HRM36;Do civil servants have a formal mechanism through which they can provide feedback on theperformance of the politically appointed officials with whom they work directly? (i.e. a formal feedbackmechanism to the public officials to whom those politically appointed officials directly report.);Do civil servants have a formal mechanism through which they can provide feedback on theperformance of the politically appointed officials with whom they work directly? (155);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.559;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM37;HRM37;Responsibility for redress with respect to CS management actions is assigned to which of thefollowing agents:;Responsibility for redress with respect to Civil Service management actions is assigned to which of thefollowing agents (15);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.639;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM38;HRM38;Is responsibility for redress unambiguously assigned? (i.e., the legal framework ensures that whenany particular redress action has been taken, there is no ambiguity as to whether the agent taking thataction, and no other agent, had the authority to do so);Is responsibility for redress unambiguously assigned? (17);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.741;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM39;HRM39;Reporting obligation imposed in a law or the Constitution;Reporting obligation imposed in a law or the Constitution (20a);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.831;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM4;HRM4;Does the legal framework explicitly specify a hierarchy of disciplinary offenses?;Does the legal framework explicitly specify a hierarchy of disciplinary offenses? (104);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.515;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM40;HRM40;Reporting obligation imposed in subsidiary legislation issued by Cabinet/Council of Ministers;Reporting obligation imposed in subsidiary legislation issued by Cabinet-Council of Ministers (20b);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.414;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM41;HRM41;Reporting obligation imposed through a legal instrument subsidiary to a Cabinet action;Reporting obligation imposed through a legal instrument subsidiary to a Cabinet action (20c);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.684;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM42;HRM42;Individual salary-determining personnel actions are cleared by a third-party (e.g., a central authority), to ensure compliance with rules governing such personnel actions;Individual salary-determining personnel actions are cleared by a third-party eg a central authority to ensure compliance with rules governing such personnel actions (21b);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.742;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM43;HRM43;Do salary setting policy actions that would impact the civil service wage bill require the review and clearance of a central authority responsible for ensuring sustainability of the Governments fiscal program (e.g., the Ministry of Finance)?;Do salary policy actions that would impact the civil service wage require the review/clearance of a central authority responsible for ensuring sustainability of the Government's fiscal program? (24);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.051;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM44;HRM44;Do policy changes that impact civil service pension liabilities require the review and clearance by a central authority responsible for ensuring sustainability of the Governments fiscal program (e.g., the Ministry of Finance)?;Do policy changes that impact civil service pension liabilities require the review and clearance by a central authority responsible for ensuring sustainability of the Governments fiscal program (25);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.415;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM45;HRM45;For position-specific recruitments, is information on the number of qualified applicants per availableposition by location being routinely monitored?;For positionspecific recruitments is information on the number of qualified applicants per availableposition by location being routinely monitored? (29);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.108;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM46;HRM46;Is information on the turnover of staff, i.e. the number of civil servants who have left the civilservice for any reason, by position and by location being routinely collected and monitored?;Is information on the turnover of staff ie the number of civil servants who have left the civilservice for any reason by position and by location being routinely collected and monitored? (31);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.756;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM47;HRM47;Is information on the number of unfilled positions by staff category by location being systematicallycollected and monitored?;Is information on the number of unfilled positions by staff category by location being systematicallycollected and monitored? (32);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.845;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM48;HRM48;Is there an establishment control system?;Is there an establishment control system? (33);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.112;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM49;HRM49;Authorization of posts/positions within the civil service;Authorization of postspositions within the civil service (35a);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.449;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM5;HRM5;Does the legal framework explicitly specify hierarchy of disciplinary actions?;Does the legal framework explicitly specify hierarchy of disciplinary actions? (105);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.332;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM50;HRM50;Ex ante clearance is required before launching a recruitment effort for filling a vacant, authorized post within the civil service;Ex ante clearance is required before launching a recruitment effort for filling a vacant authorized post within the civil service (35b);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.298;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM51;HRM51;Ex ante clearance is required before appointing a new hire for a vacant, authorized post within the civil service;Ex ante clearance is required before appointing a new hire for a vacant authorized post within the civil service (35c);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.670;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM52;HRM52;Ex ante clearance before authorizing a promotion (increase in rank or grade);Ex ante clearance before authorizing a promotion increase in rank or grade (35d);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.465;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM53;HRM53;Does the existing legal framework specify a distinct Civil Service labor regime?;Does the existing legal framework specify a distinct Civil Service labor regime? (3);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.062;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM54;HRM54;Is there a wage bill control system?;Is there a wage bill control system? (42);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.080;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM55;HRM55;Clearance of the job descriptions for each position within the civil service;Clearance of the job descriptions for each position within the civil service (44a);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.366;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM56;HRM56;Clearance of the mapping of job descriptions to the salary scale (i.e., for job evaluations) for each position within the civil service;Clearance of the mapping of job descriptions to the salary scale ie for job evaluations for each position within the civil service (44b);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.937;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM57;HRM57;Clearance of assignments of elements of salary other than that part of remuneration set by the salary scale;Clearance of assignments of elements of salary other than that part of remuneration set by the salary scale (44c);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.432;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM58;HRM58;Is cross-checking ensured by link between treasury payroll system and a civil service personnel records system?;Is crosschecking ensured by link between treasury payroll system and a civil service personnel records system? (49);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.550;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM59;HRM59;Written record (audit trail) generated by all salary setting actions;Written record audit trail generated by all salary setting actions (52a);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.786;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM6;HRM6;Does the legal framework establish the principle that disciplinary actions should be proportional to disciplinary offenses?;Does the legal framework establish the principle that disciplinary actions should be proportional to disciplinary offenses? (106);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.321;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM60;HRM60;Electronic record (audit trail) generated by all salary setting actions;Electronic record audit trail generated by all salary setting actions (52b);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.196;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM61;HRM61;Advertising for an entry level civil service position is always required;Advertising for an entry level civil service position is always required (56a);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.311;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM62;HRM62;Advertising for an entry level civil service position is required, except in exceptional circumstances;Advertising for an entry level civil service position is required except in exceptional circumstances (56b);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.110;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM63;HRM63;Explicit criteria defining exceptional circumstances are established in law or subsidiary legislation (e.g., a Government decree);Explicit criteria defining exceptional circumstances are established in law or subsidiary legislation eg a Government decree (56c);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.794;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM64;HRM64;Advertising for a non-entry level civil service position is required, except in exceptional circumstances;Advertising for a nonentry level civil service position is required except in exceptional circumstances (58b);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.061;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM65;HRM65;Explicit criteria defining exceptional circumstances are established in law or subsidiary legislation (e.g., a Government decree);Explicit criteria defining exceptional circumstances are established in law or subsidiary legislation eg a Government decree (58c);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.849;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM66;HRM66;A central authority has the responsibility and authority to decide whether or not those explicit criteria have been satisfied;A central authority has the responsibility and authority to decide whether or not those explicit criteria have been satisfied (58d);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.705;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM67;HRM67;Are recruitments (either entry- or non-entry level) that are exempted from advertising, underexceptional circumstances, required to be monitored?;Are recruitments either entry or nonentry level that are exempted from advertising underexceptional circumstances required to be monitored? (59);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.023;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM68;HRM68;Does the Civil Service enjoy stronger due process protections than are afforded under the countrys private sector labor law.;Does the Civil Service enjoy stronger due process protections than are afforded under the countrys private sector labor law (5);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.005;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM69;HRM69;Attract and retain required human capital;Attract and retain required human capital (6a);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.224;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM7;HRM7;Does a code of ethics exist and cover civil servants?;Does a code of ethics exist and cover civil servants? (112);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.278;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM70;HRM70;Ensure fiscally sustainable wage bill;Ensure fiscally sustainable wage bill (6b);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.631;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
